t,epo_level,pEpoRpJAK2_Obs,STAT5_Obs,CISHRNA_Obs
4,2.5e-09,-0.118618015233765,42.2864582317465,0.000478999817233624
4,2.5e-09,0.0632753316792377,44.8830010419001,0.000395527586066356
4,2.5e-09,0.280800659514607,43.6580636879109,0.000449584292770941
4,2.5e-08,0.951393974657192,38.0226941944145,0.000571298499392955
4,2.5e-08,1.0071713011819,39.7467331971917,0.00046331396416357
4,2.5e-08,1.1367190782274,43.3047867262237,0.000460526799384018
4,2.5e-07,2.34798065515469,5.68552138303794,0.000482147724460294
4,2.5e-07,2.55467377435625,6.18548105840157,0.000463434797829128
4,2.5e-07,2.67929912931364,3.50175686344597,0.000456950378001398
4,2.5e-06,3.14439008305489,-0.603819861239872,0.000469690910769501
4,2.5e-06,3.54362236554408,-1.98138994401594,0.000522067207858551
4,2.5e-06,3.61549020396791,-2.06662391325644,0.000424429180122791
4,2.5e-05,3.57182238335111,-0.915161369023181,0.000429199555350003
4,2.5e-05,3.7373508316949,0.780697209623645,0.000534000825090725
4,2.5e-05,4.11858652758189,-2.02662168228179,0.00043534056536961
