t,epo_level,pEpoRpJAK2_Obs,STAT5_Obs,CISHRNA_Obs
54,2.5e-09,0.0528480550603015,38.5512616076501,0.00920895678912432
54,2.5e-09,0.0705798703039015,37.6731181786577,0.00588975928783645
54,2.5e-09,0.0836223311203563,36.7819365253358,0.014648382586605
54,2.5e-08,0.147384435662736,22.3081493020014,0.0315806314348781
54,2.5e-08,0.155873269913866,19.9321595800371,0.0441353632126485
54,2.5e-08,0.211241119182687,19.2442519873295,0.0395057878365124
54,1.25e-07,0.262754041620477,11.1943524158159,0.0777744337245645
54,1.25e-07,0.26485969976022,12.3643550387524,0.0767398349016427
54,1.25e-07,0.289955356700419,12.5623184115005,0.0804545200653527
54,2.5e-07,0.277122219114844,11.4520779120008,0.0838201109329441
54,2.5e-07,0.29055623893689,10.077102157829,0.0906154619354967
54,2.5e-07,0.302419405061235,11.532508213082,0.0742130206207577
54,1.25e-06,0.401644156705756,8.21626839211557,0.0912112267207433
54,1.25e-06,0.425701638916615,8.50240128398463,0.0909178044559363
54,1.25e-06,0.469462628390213,9.13014226356741,0.0935576460510421
54,2.5e-06,0.493008228240046,8.61892603887446,0.0913159249741951
54,2.5e-06,0.540304262482602,6.55676418576861,0.0913562782016594
54,2.5e-06,0.544357043262819,8.33699972989185,0.0955220586976475
