t,input_il6,JAK1_gp130_Obs,pJAK1_pgp130_Obs,SOCS3_Obs
19,0,0.301907252930904,0.00103636606496946,0.132223244789513
19,0,0.332553598814447,0.00136233161845193,0.160493437929836
19,5,0.234743089508146,0.0242243485132266,1.80085790629164
19,5,0.247503111861343,0.0211024657612362,3.34747010907295
19,10,0.0014953049578287,0.000900623257559639,189.688264348334
19,10,0.00181428399622223,0.00117348218037543,96.8557605373808
19,20,0.206484546522862,0.0429147660861046,6.5934175661123
19,20,0.198519872119693,0.039465571469401,8.83369239579071
19,40,0.0873050528493776,0.0425835524759278,25.5099448587139
19,40,0.0607086148820452,0.0286525785964465,57.7177603872448
19,80,0.396613589632483,0.0207405690723571,0.614133545606949
19,80,0.241052656230595,0.00958824481047026,0.728263585651741
19,120,0.00699553220637824,0.00770268989408491,116.364878677035
19,120,0.0125752146869584,0.00871265396156821,50.7188169402769
