t,input_il6,JAK1_gp130_Obs,pJAK1_pgp130_Obs,SOCS3_Obs
18,0,0.664290417509097,0.00249354279110495,0.109129443016498
18,0,0.3498044421487,0.00155665851352904,0.211100775221514
18,0,0.391586211478317,0.000974212473615186,0.226173245558229
18,15,0.00600908496180489,0.00397340902878419,103.78420420399
18,15,0.00596253027935819,0.00820503609984942,105.861395856324
18,15,0.00417086019192702,0.0041797324144422,120.473775811217
18,30,0.305830260775477,0.0479663555328553,4.56157081253501
18,30,0.181374160016159,0.0457893991241736,3.79669777274828
18,30,0.267581965880478,0.0274118840268277,1.7425094155737
18,60,0.161044884723953,0.0667903182755476,13.2751903299046
18,60,0.170673268955073,0.0641013879198021,14.943161568984
18,60,0.178401099215294,0.0426951104184429,9.0912677588974
18,120,0.0355824710628907,0.0321396158271552,60.6113138747824
18,120,0.0622898257911209,0.0323526410163578,26.4360130200878
18,120,0.0414613748545694,0.0491217458813119,40.036835572116
