t,input_il6,JAK1_gp130_Obs,pJAK1_gp130_Obs,pJAK1_pgp130_Obs,STAT3_Obs,SOCS3RNA_Obs,SOCS3_Obs
0,2.5,0.259319875227099,0.0001631560576604,0.00115393972187262,20.6477175016747,0.000103388296919517,0.0335345172041299
0,2.5,0.261384412727939,0.000120992799006585,0.000725263935092966,12.1059712365106,0.000110607008500333,0.029222258096713
0,2.5,0.364470313925516,0.000110243465306736,0.00139777907400155,15.515971824467,0.000104520949213908,0.0430288790206479
0,2.5,0.38073920890205,8.63571211420828e-05,0.000864870392188654,16.8891222211459,7.09776708361605e-05,0.032561729761529
0,2.5,0.473657591344002,0.000157171820550313,0.00192314587117921,15.9616900352725,0.000104805785975441,0.0308085008916532
0,10,0.215516438555854,8.49015733543152e-05,0.00101369404277831,15.2370752196501,7.02192759376898e-05,0.0297674971243863
0,10,0.265784621157442,0.000173687444291435,0.00176439356073432,10.6849656657809,9.26936919581363e-05,0.042101052498099
0,10,0.292438885924134,9.91949930934079e-05,0.000687701155744066,14.2231419352061,0.000115519101367558,0.0396141257103314
0,10,0.300708352654724,0.00014067019105611,0.00115957281190743,22.8812552914733,0.000120042103996881,0.0269490197521142
0,10,0.359167930934043,0.000119484095715853,0.00133394638664046,13.411566159885,8.55573579859209e-05,0.0381532644327658
0,60,0.261904238368954,0.000135182154776593,0.00122588308146616,18.1745055526816,0.000109733960337619,0.0459118605854155
0,60,0.294711910110641,0.000189909788443347,0.00108846421342949,17.9033788399596,7.1394966087626e-05,0.049240534183048
0,60,0.301800538675026,0.00015375397282172,0.00100967077143171,19.6959115570038,9.37751998407286e-05,0.057264273737507
0,60,0.311230223616472,8.83403555311709e-05,0.00130678202523692,16.1571980765011,8.96810737653761e-05,0.0374741473248579
0,60,0.45567636019462,0.000107665293787716,0.00116671077073389,21.3190686229441,0.000123825609916373,0.0344598121443329
0,120,0.276534756307588,0.00012115926232677,0.000957598547786859,20.3563676870787,8.13610087156765e-05,0.0459079270722886
0,120,0.380758300973098,9.85755475405134e-05,0.00165351882473648,19.5103716868583,0.000114682346034605,0.0328853878541311
0,120,0.393900511538003,0.000153124125468884,0.00112745686911759,15.7651580579418,7.76788185978028e-05,0.0415931591823809
0,120,0.424870599646053,0.000168897025985574,0.00115780055520717,19.6685028570806,0.000168868425251741,0.0363924463117874
0,120,0.530581242975336,0.000106813266285312,0.00170145257180174,15.3253970720582,0.00010591924195644,0.0522074887350193
