t,input_ruxolitinib,JAK1_gp130_Obs,pJAK1_pgp130_Obs,SOCS3_Obs
19,0,0.0751450337280672,0.0241269874080315,33.1354714326655
19,10,0.0907707425711141,0.0375799394417972,31.1760457591933
19,10,0.110495115465808,0.0521222675189755,24.4372156586413
19,50,0.240567254280837,0.050662763918149,10.4287517266476
19,100,0.286726532391447,0.0569630051208569,3.28983011432123
19,200,0.208497138383613,0.0179850346538423,0.919359668340684
19,400,0.215759348002719,0.0129095403618732,0.108601818885794
19,400,0.354688434123877,0.00883902214618831,0.115839245833289
19,500,0.209833714312626,0.011350707285681,0.0833685274591039
19,600,0.284991748394261,0.00725685771965878,0.0652586968741438
19,800,0.245603167179763,0.00478088824818863,0.0282595937722528
19,1000,0.314572562475688,0.00397864241118235,0.0582142192957867
19,1000,0.359559240230517,0.0031161252274811,0.0487427582193349
19,2000,0.351958220994634,0.00139173515327015,0.0391912487230569
19,5000,0.257523584905192,0.000638349743569488,0.0394591089299264
