t,input_il6,JAK1_gp130_Obs,pJAK1_gp130_Obs,pJAK1_pgp130_Obs,STAT3_Obs,SOCS3RNA_Obs,SOCS3_Obs
10,5,0.244770244606369,0.00235787014569577,0.00863404845561272,15.5871607503317,0.000185760307682565,0.0361823393712923
10,5,0.274930351100798,0.00156595264122032,0.00796987780438411,15.0506547562603,0.00012316369338683,0.0624829255500122
10,5,0.385311163483618,0.00279778577151614,0.0198480019879718,15.3910552565573,0.000139424578442466,0.0372427280929189
10,5,0.485737275609168,0.00279333938728765,0.0112617740426751,12.777345402821,0.000141037415560848,0.0547237614492393
10,20,0.207435659522553,0.0080306091185981,0.0240604775497614,14.0891382129771,0.000571026369867768,0.0780901866385068
10,20,0.307268462026679,0.00679762520300623,0.0350352795725008,9.23148232481153,0.000493355153088619,0.0598769171413775
10,20,0.370067245051549,0.00990709715507554,0.0268166788364922,14.5577273461312,0.000529583589305956,0.0762617481083308
10,20,0.408661328107034,0.0118211394565814,0.0465513956848542,21.1475210487578,0.000458828161279228,0.0527952633355121
10,40,0.197565191106977,0.0193121249972172,0.0979404662822971,7.55211817325292,0.00138142859197516,0.197286043197547
10,40,0.20373050712102,0.0228971880047547,0.0786425891294373,9.68170927251346,0.0032870581433721,0.193379710994152
10,40,0.21467924037762,0.0152069107313756,0.0617942793058116,10.076430413234,0.00141159032296693,0.198057574063607
10,40,0.238766163505337,0.0143909768161367,0.04762877239808,12.3508289754714,0.00203195158608937,0.226721732780982
10,90,0.0879190760114246,0.0231681535144614,0.0850827073598147,9.3126295568754,0.00778758758301952,0.560786491263262
10,90,0.151425030700471,0.0307567842617362,0.118671169779808,4.16202695343966,0.00861080971969764,0.589600057630084
10,90,0.155524843507545,0.026719824554974,0.176670520855345,12.4373775503187,0.0102187402659054,0.957918798553838
10,90,0.305138191252267,0.0287704075983882,0.126127841719783,8.62673042556374,0.00875601259340915,0.619261680339764
