t,epo_level,CISHnRNA2_Obs,Compound_1_Obs
19,0,5.28792355911166e-05,-0.526954421917183
19,0,0.000122728283401042,0.290014986284199
19,4.2857e-08,4.33526325905205e-05,0.545148980850886
19,4.2857e-08,0.000156042332215544,0.310367046517782
19,1.4286e-07,0.000151095420527265,1.62196799649679
19,1.4286e-07,0.000156883295421043,0.689593133796635
19,4.2857e-07,0.000484216676608721,4.53119520640151
19,4.2857e-07,0.000511270637964204,5.15322928688566
19,1.4286e-06,0.000975782064965148,7.05571785599107
19,1.4286e-06,0.00104235448829434,7.43177935733765
19,4.2857e-06,0.00149301493973235,6.78384813663671
19,4.2857e-06,0.00153821753974403,6.56938661967028
19,1.4286e-05,0.00159625860470333,6.58087876499376
19,1.4286e-05,0.00174701192416672,7.03510867850656
19,4.2857e-05,0.00169821488911551,6.69770422538457
19,4.2857e-05,0.00171546977870284,6.56697714244267
