t,epo_level,CISHnRNA2_Obs,Compound_1_Obs
5,2.5e-09,0.00211610175877176,91.1570146943384
5,2.5e-09,0.00200079030675391,68.180951838923
5,2.5e-09,0.00223668527185028,87.1341285766245
5,2.5e-08,0.00112865546460258,40.9495023543192
5,2.5e-08,0.00150581531907324,115.109322215277
5,2.5e-08,0.00142021759114675,91.2044096615052
5,2.5e-07,0.000222356244057949,37.2500885274959
5,2.5e-07,5.59480879927559e-06,20.4788474717525
5,2.5e-07,0.000604416101854448,61.9266254108249
5,2.5e-06,-0.000316920878339247,-7.04078999334624
5,2.5e-06,0.00015326723495258,-2.57933120183535
5,2.5e-06,0.000204068076740458,11.0010178935162
5,2.5e-05,1.44901415637575e-05,-16.7662017907075
5,2.5e-05,9.77199911499109e-05,20.5784147971683
5,2.5e-05,0.000396011401591221,19.6928648604561
