t,input_il6,tpSTAT3_Obs
250,0.1,1.44667474212456
250,0.1,1.97108940481633
250,0.5,1.3916584271989
250,0.5,1.83348541710203
250,1,1.9608744547668
250,1,2.33867531523821
250,2.5,1.93583029343547
250,2.5,4.11849245546195
250,5,4.15742848042985
250,5,8.61507252055353
250,10,2.25801915862356
250,10,7.15533129760616
250,25,6.24109629491597
250,25,9.47156808748224
250,50,4.8681946511588
250,50,6.82332286235956
250,100,9.33819461790327
250,100,10.7206309098391
250,500,8.16308361620357
250,500,12.329292399767
