observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	noiseDistribution
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.0300431964661554	0			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	3			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	6			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	6.5			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.0272937222327416	8			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	9			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	10			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.0260733654202722	15			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	20			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.0246616996404278	25			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	30			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.0230962325096121	35			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	40			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	45			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.023772721874471	50			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	60			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	75			normal
cAMP_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	85			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.608467145197829	0			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.62413097758891	3			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.480340301756952	6			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	6.5			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	8			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.640448788528851	9			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	10			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.52718819206212	15			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.678425926746121	20			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.7245558046806	25			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	30			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.679602038409755	35			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	0.705639181815729	40			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	45			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	50			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	60			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	75			normal
RII_C_2_Obs_11	D001_Isensee_RS15_TC001	D001_Isensee_RS15_TC001	NaN	85			normal
