t,epo_level,SOCS3nRNA5_Obs
16,6.6667e-07,0.00125968777781076
16,6.6667e-07,0.00142902397157165
16,1.3333e-06,0.0015070123762102
16,1.3333e-06,0.00161091887632948
16,2.6667e-06,0.00137374993693474
16,2.6667e-06,0.00182887803230942
16,5.3333e-06,0.00150418363584681
16,5.3333e-06,0.00175503896202318
16,1.0667e-05,0.00153725807542536
16,1.0667e-05,0.00163334546695954
16,2.1333e-05,0.00139607898184761
16,2.1333e-05,0.00182264795621681
16,4.2667e-05,0.00127068507090268
16,4.2667e-05,0.00139921879155355
