t,epo_level,SOCS3nRNA5_Obs
20,2.5e-09,0.0126865986110446
20,2.5e-09,0.0160472845026233
20,2.5e-09,0.0181148239381705
20,7.905e-09,0.0109373770412204
20,7.905e-09,0.0124844472805018
20,7.905e-09,0.0142372305801547
20,1.25e-08,0.0179795837731543
20,1.75e-08,0.0120026299971659
20,2.5e-08,0.0110341048948861
20,3.95e-08,0.0122377098142693
20,3.95e-08,0.013751451309049
20,3.95e-08,0.0158300569473056
20,7.9e-08,0.00986192381664526
20,7.9e-08,0.0166632242107328
20,7.9e-08,0.0174734007138291
20,1.25e-07,0.0173647674088832
20,1.25e-07,0.0199325653800933
20,1.25e-07,0.0214172448025475
20,1.7675e-07,0.0177218135649226
20,2.5e-07,0.0258817997385968
20,7.905e-07,0.0316637325751843
20,7.905e-07,0.0332845830517586
20,7.905e-07,0.0354981636877586
20,2.5e-06,0.0273842816801641
