observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	noiseDistribution
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	0.00478248592764357	0			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	0.000685571877922852	0.25			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	0.000113436626172869	0.55			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	9.12285640370277e-06	0.85			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	1.52430091662879e-05	1			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	3.49619958271622e-06	1.5			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	5.67178052554119e-07	2			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	9.29498063915273e-07	2.5			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	7.05318979534719e-07	3			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	3.5			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	4			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	4.5			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	5			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	7			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	7.5			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	8			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	9.5			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	10			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	15			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	20			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	25			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	30			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	35			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	40			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	45			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	50			normal
K27me0K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	60			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	0.00282323509436481	0			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	0.25			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	0.55			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	0.85			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	1			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	1.5			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	2			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	2.5			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	3			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	0.00201046003013529	3.5			normal
K27me1K36me0_Obs	D1_Zheng_RS43_TC001	D1_Zheng_RS43_TC001	NaN	4			normal
