t,epo_level,SHP1Act_Obs,CISnRNA2_Obs
6,2.5e-09,0.0383530865146316,6.97249882851061
6,7.905e-09,0.00755924298998165,0.507026392317362
6,1.25e-08,0.00657699041476537,0.382889518562797
6,1.25e-08,0.00381103191171377,0.342102234984165
6,1.25e-08,0.0111435888465355,0.600530754863021
6,1.75e-08,0.00500486779518338,0.821775073864845
6,1.75e-08,0.00935272791468563,0.563036192195349
6,1.75e-08,0.0422053420168988,6.08446553098775
6,2.5e-08,0.14936736257979,79.1028211138194
6,3.95e-08,0.192829226149635,78.5719471546149
6,3.95e-08,0.111885253877469,86.915174206008
6,3.95e-08,0.0535715598382566,16.8758872867205
6,7.9e-08,0.0137686671989146,0.766823632884599
6,7.9e-08,0.00100144972170161,0.128413351081543
6,7.9e-08,0.0156870773459286,1.47642917249755
6,1.25e-07,0.0142679873115318,1.61800389826244
6,1.7675e-07,0.0103944454681418,1.1994421464921
6,2.5e-07,0.073574758949845,37.8145289059346
6,7.905e-07,0.0900268978676318,32.4535321607156
6,7.905e-07,0.110442745271952,41.8377819705499
6,7.905e-07,0.00246005001643082,0.270873537424113
6,2.5e-06,0.0321692604018817,3.03340774207971
6,2.5e-06,0.0291260407641295,2.4143241334787
6,2.5e-06,0.0384695765374805,3.52964703283992
