t,epo_level,EpoRJAK2_Obs,p1EpoRpJAK2_Obs,SHP1Act_Obs,SOCS3nRNA5_Obs
7,2.5e-09,3.17964548871779,0.0632340392695862,0.034800953923793,5.46026969995653e-05
7,2.5e-09,3.25653058767377,0.0492011761570953,0.0404057918203474,5.76993341302129e-05
7,2.5e-09,4.44820693423756,0.0469317778510227,0.0421292496966852,4.86434983704711e-05
7,7.905e-09,4.00846439467537,0.0102238823409582,0.00508934004279376,1.23247418033527e-06
7,1.25e-08,3.70320602093444,0.0103469162522441,0.00468062894805828,1.21376168044333e-06
7,1.25e-08,4.57415950479168,0.00694881023110302,0.00381470419409912,1.61224740208776e-06
7,1.25e-08,4.9317617578983,0.0127713293898517,0.00540277701551782,1.63553794004337e-06
7,1.75e-08,3.76922055813653,0.0113123050726037,0.00706021975848354,1.92454015306213e-06
7,1.75e-08,4.29197243223209,0.00981052391256679,0.00632301872300322,2.14995267772623e-06
7,1.75e-08,3.83221160714975,0.0533425272328463,0.0500310337091569,5.67489775130218e-05
7,2.5e-08,1.59982420205655,0.174536114814005,0.143894957909886,0.000347785232771269
7,3.95e-08,1.21222589498824,0.226628492898696,0.131566617249627,0.000350016382482107
7,3.95e-08,1.3588166658043,0.220537161401009,0.141740676808622,0.000279242267641058
7,3.95e-08,2.79496747023342,0.0668811901385755,0.0459933107634514,0.00010404894322471
7,7.9e-08,2.82803434690265,0.0665117894469298,0.0578779600983078,0.000105963208661146
7,7.9e-08,3.76908998059627,0.0944073718342399,0.0525424696855276,9.08618569911921e-05
7,7.9e-08,3.68595528398727,0.0169943348967739,0.010749012627117,3.79499927034909e-06
7,1.25e-07,4.25269523677668,0.00214106021755493,0.00096530207792962,1.59587130342321e-07
7,1.25e-07,3.85361576302465,0.00166555501883576,0.00101035373708706,1.2179312851193e-07
7,1.25e-07,5.87918852360744,0.00236994749709117,0.00116394523847434,1.26783887077376e-07
7,1.7675e-07,4.19052739674149,0.0298687454619985,0.0116512156363386,1.02389987272229e-05
7,2.5e-07,4.80755977258989,0.025766940355654,0.0185700500208287,8.46710257250452e-06
7,2.5e-07,3.74812383063029,0.0225216303662326,0.0138880358980964,9.04390888769485e-06
7,2.5e-07,2.93407944804991,0.129610851555159,0.0988620828531922,0.000272728827736204
7,7.905e-07,1.78887959136381,0.0944492389545073,0.0868916963346701,0.000302537299740992
7,7.905e-07,2.0252356596033,0.106217361776895,0.0954972764209426,0.000221099273505608
7,7.905e-07,5.0811857217277,0.00631073444521968,0.00207723245803579,6.95450069142287e-07
7,2.5e-06,4.97981673502464,0.0430770247717403,0.0225097291399797,1.96310181888163e-05
7,2.5e-06,3.00893497025006,0.0333360275556361,0.020205135400284,2.68871722909785e-05
7,2.5e-06,2.92954627531004,0.0337699341860044,0.0255271522775509,2.59295199968529e-05
