t,epo_level,p1EpoRpJAK2_Obs,CISnRNA2_Obs,CIS_Obs,SOCS3nRNA1_Obs,SOCS3nRNA4_Obs,SOCS3RNA_Obs
8,2.5e-09,-0.00966331361327265,19.0415384224704,-0.000162960596339901,-0.000541308806659896,0.000219947949100663,-2.59885262645959e-05
8,2.5e-09,-0.00225438457207944,-10.7448393231777,-3.55959874754982e-05,-0.000233219903229169,-6.74034326675517e-05,-1.34071878216351e-07
8,2.5e-09,0.000156019457253787,0.11014446088793,-9.20035424819095e-05,7.70487965532492e-05,4.42023513178263e-05,2.03479812762705e-05
8,2.5e-08,0.0176902333323145,-32.9516720115654,0.000190388656889937,0.000478916796764252,-7.17058438433364e-05,-7.14787073493772e-06
8,2.5e-08,0.0242408352738368,-15.0458500200601,-0.000125730615962616,0.000604401533224928,-4.49625568404058e-05,-5.93091498302181e-05
8,2.5e-08,0.026577602402264,17.3878295589765,0.000251532889871425,0.000502509059446304,4.05474771583254e-05,-2.48229423517755e-05
8,2.5e-07,0.0483743801977175,141.097757514377,0.000497437770311231,0.00208555553527046,0.000605412967888777,0.000123907187327014
8,2.5e-07,0.0855018163405219,131.026234555567,0.000341293931514993,0.00288086889636904,0.000429412127988286,9.95004971867709e-05
8,2.5e-07,0.106105556339704,81.5849472947835,0.000557513550235288,0.0022804312153719,0.0004686801194816,0.000115294422212933
8,2.5e-06,0.215991221422541,248.966091700718,0.00115239053621193,0.00323347486154754,0.00107192802134018,0.000458750092703245
8,2.5e-06,0.234164907611444,232.620026957836,0.000869062933177674,0.00336152543525264,0.00119609257255843,0.000341784040793482
8,2.5e-06,0.236409058618107,218.147107236666,0.00146180867650739,0.00409946863851839,0.00113817447808374,0.000398215943719112
8,2.5e-05,0.290479424587819,232.038556372767,0.00178764624818924,0.00410110291859628,0.00131169556250327,0.000506489385970682
8,2.5e-05,0.2969946292907,283.631591158906,0.00181705139890747,0.0032567082572257,0.00122834067559678,0.000476439845281684
8,2.5e-05,0.340274872984992,263.381749595758,0.00181580391172802,0.00368276664952107,0.00142851291118632,0.000523002330156697
