t,epo_level,p1EpoRpJAK2_Obs,CISnRNA2_Obs,CIS_Obs,SOCS3nRNA1_Obs,SOCS3nRNA4_Obs,SOCS3RNA_Obs
17,2.5e-09,0.00283883329788652,-197.3785992807,-0.012502603569645,-0.000692624266793491,-0.000240844282296414,-0.000566150993350118
17,2.5e-09,0.00466026507813469,101.828120054971,0.0126328430333407,0.00185205782080008,-0.000858107546754409,0.000956341467363475
17,2.5e-09,0.0155476739790716,-129.159462880988,0.0118004578720468,4.91852860592382e-05,0.000385736400712817,8.47177884690444e-05
17,2.5e-08,-0.000457857855514957,-115.955044720218,-0.00814546889475045,0.000672897341744588,0.00125895132610103,0.00344999075883193
17,2.5e-08,-0.000278082823853439,186.92592224893,0.0394661619778434,0.00145235025441346,0.00114907768030478,9.88156612520329e-05
17,2.5e-08,0.0283324599038504,256.709864516822,0.0344046650714531,0.00219020127856184,0.000711319100939597,0.00104223756224783
17,1.25e-07,0.0287255612585281,823.411939257999,0.0645388844113458,0.00426485989300946,0.00404642646950401,0.00543194263190966
17,1.25e-07,0.0294832491640607,1037.23905405425,0.0709421675606105,0.00564804870794872,0.00445418076819741,0.00498797627197276
17,1.25e-07,0.0428582989210698,917.892464252026,0.034666518858659,0.00392249764188375,0.00380577329476963,0.00671887148306621
17,2.5e-07,0.0560772681248053,1289.66982609849,0.105545769699662,0.00758548140633233,0.00431896278005655,0.0056079873497575
17,2.5e-07,0.0689355475638922,1113.19950206498,0.0886662718788139,0.00631399416008993,0.00463209709079039,0.00749937810992966
17,2.5e-07,0.0699766291149875,940.488936330033,0.0790002681163541,0.00731810980673676,0.00490477830818294,0.0047886589873042
17,1.25e-06,0.132014695167525,1350.53277908565,0.141224906750753,0.00594110246902755,0.00584960614430091,0.00841249095565406
17,1.25e-06,0.132323704567268,1214.21592633948,0.144736793371397,0.00593220282561917,0.00464987993855382,0.00901165414389842
17,1.25e-06,0.162238714754499,1438.63520843241,0.152630081608729,0.00582319952946794,0.00517738640234785,0.0103984863647585
17,2.5e-06,0.166053064230933,1584.33321972506,0.172115061349577,0.00675879643898577,0.00492260436315759,0.00963804405197813
17,2.5e-06,0.172227502448263,1485.40826884367,0.162176946190735,0.00801960002750314,0.00584802437101951,0.0104665185331978
17,2.5e-06,0.181493564284927,1565.2613450533,0.174914101165996,0.00759249695155999,0.00479821937828814,0.00919786752254119
