t,epo_level,nSTAT5_Obs,SOCS3_Obs,Compound_2_Obs
13,2.5e-09,1.50425139418682,1.26413139580453,0.0369930097227477
13,2.5e-09,0.0258040028703522,1.57833858405428,0.03129479487191
13,2.5e-09,0.0364613368176385,1.21462905241442,0.0304769769955258
13,7.905e-09,0.117883252208147,1.41464628024645,0.0369816333251636
13,7.905e-09,0.214067863453738,1.85744275399422,0.03620931589334
13,7.905e-09,2.11312734737661,1.56688023823744,0.0362555542201036
13,1.25e-08,2.18660958219543,1.37759485702809,0.0374473247306743
13,1.25e-08,1.91198988445671,1.56493605491059,0.0412229232625977
13,1.25e-08,4.6319653066222,1.60880082636388,0.0417666456765949
13,1.75e-08,2.73490079541249,1.63041036645598,0.035244664315464
13,2.5e-08,0.188177417069758,1.3443801819949,0.0324192619836867
13,2.5e-08,0.292173725628204,1.60062030144325,0.0254256951196374
13,2.5e-08,0.409510844206372,1.33800378016731,0.0363555194502268
13,3.95e-08,-0.0451013772593087,1.65098487928741,0.0333466442516302
13,3.95e-08,0.0871275919447866,1.57256226550274,0.0353635808708388
13,3.95e-08,0.121861336530187,1.77454585322696,0.0330500425247884
13,7.9e-08,0.403058506866454,1.7910675861175,0.0325133701421746
13,7.9e-08,0.290543776330873,1.73922572899263,0.0288144614485027
13,7.9e-08,0.591689621224324,1.48234285075245,0.0417367015660112
13,1.25e-07,3.84170217416572,1.36877688724301,0.0330867812970612
13,1.7675e-07,3.7370960246355,1.36635786519907,0.0391235243292588
13,1.7675e-07,3.64921582392619,1.49384348335931,0.0414409501500951
13,1.7675e-07,0.279182660562222,1.55625368605112,0.0288367883923784
13,2.5e-07,0.199661525799829,1.74842907993979,0.0341702220495597
13,7.905e-07,-0.0340817131780345,1.65608599996216,0.0371685569377382
13,7.905e-07,1.06519501965771,1.49241636921077,0.0328164467635505
13,7.905e-07,1.00857954509354,1.22307664872209,0.0281769975023178
13,2.5e-06,0.818584485891527,1.6208957877192,0.0319903550644815
