observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	noiseDistribution
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	10.0281102282664	0			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	0.0414704435694142	1.5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	2			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	2.5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	0.0543647364504039	3.5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	4.5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	0.133247517212862	5.5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	6.5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	-0.169898565422828	7.5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	8.5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	9.5			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	-0.105315040036241	10			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	0.194697200445261	15			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	0.110929430382662	20			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	-0.181513011089411	25			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	30			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	35			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	40			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	45			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	50			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	55			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	60			normal
IR_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	70			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	0.74725907246203	0			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	1.5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	2			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	9.50828723426962	2.5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	3.5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	4.5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	9.37566331074717	5.5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	6.5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	7.5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	7.26273958441558	8.5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	9.5			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	7.59466990570547	10			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	5.44739917588029	15			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	6.01337636571051	20			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	7.04560206817918	25			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	4.95393366889131	30			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	5.27885191448988	35			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	40			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	5.55645974752906	45			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	4.55723881351675	50			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	55			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	60			normal
IRins_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	70			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	8.12628941486499e-10	0			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	1.5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	2			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	4.50433144443528e-07	2.5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	3.5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	4.5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	3.73802340890135e-07	5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	5.5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	6.5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	3.14875395668144e-07	7.5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	8.5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	9.5			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	3.14237712616017e-07	10			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	3.41624197408809e-07	15			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	3.12653424375996e-07	20			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	2.87540245914534e-07	25			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	2.36727147991188e-07	30			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	1.90897765617549e-07	35			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	40			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	2.14312641852646e-07	45			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	50			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	2.18866466771416e-07	55			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	60			normal
IRp_Obs	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	70			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	-0.460461962732107	0			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	1.5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	2			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	2.5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	0.300975424828222	3.5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	4.5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	5.5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	6.5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	2.04354307356977	7.5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	8.5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	NaN	9.5			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	1.74987708129765	10			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	2.88444009218875	15			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	3.79574746374347	20			normal
IRi_Obs_1	D3_Brannmark_RS38_DR001	D1_Brannmark_RS38_TC001	3.40058616822351	25			normal
