t,epo_level,pEpoRpJAK2_Obs,pSTAT5_Obs,CISHRNA_Obs,CIS_Obs,SOCS3RNA_Obs
8,0,-0.0372058208859801,0.000925891475595944,0.000292211075708903,0.107619427886004,0.00927213804951963
8,0,0.00208233659854591,-0.0286215172689007,0.000274389466337308,0.100962735464354,0.00933091596196118
8,4.2857e-08,-0.00883727657267219,-0.021550138989669,0.000284927622090202,0.103757507482027,0.00992496482713688
8,4.2857e-08,0.0101563845874268,0.0204671476929319,0.000286128935693657,0.107245346006714,0.0103875098560392
8,1.4286e-07,0.160376354370073,0.136642118670719,0.000300740942293083,0.105778731049471,0.00978591800524903
8,1.4286e-07,0.172170571711015,0.0372689835593002,0.000308636164343778,0.101049433317863,0.00892501121974166
8,4.2857e-07,0.33848687653937,0.533280681579613,0.000295482183078899,0.0984331258890807,0.00979241005537004
8,4.2857e-07,0.357620467783023,0.549475595384444,0.000283100789034957,0.0969827252366585,0.0108093655176339
8,1.4286e-06,0.677198552386697,2.18385371647449,0.000269134087772052,0.0951223128941716,0.00936373317772982
8,1.4286e-06,0.756312453823352,1.80971900799384,0.000303198475172914,0.101319239810546,0.0102825519597932
8,4.2857e-06,0.947492470734444,3.07294410401417,0.000313175668866706,0.094837780062265,0.0102131502953177
8,4.2857e-06,0.995682697022832,3.04636121155708,0.000320099967428845,0.100408921620306,0.0110860407465895
8,1.4286e-05,1.11960900624981,3.16611988658803,0.000267870898140064,0.0921653998323222,0.0106159136721445
8,1.4286e-05,1.16628567705158,3.08541413896543,0.000284748212054847,0.0878450018466693,0.0111156327326393
8,4.2857e-05,1.09897025867368,3.17513576727025,0.000284699509911037,0.0935180052807434,0.010730566131668
8,4.2857e-05,1.11641035066111,3.27486611860363,0.000302163566760999,0.0958234980753445,0.0092121653262404
