t,epo_level,pSTAT5_Obs,CISHRNA_Obs,CIS_Obs
5,2.5e-09,-1.09944063412404,0.000227660689343611,0.0900717631698621
5,2.5e-09,0.0634558206229396,0.000245857548509579,0.0804660123942027
5,2.5e-09,0.754110836991584,0.00026502356013097,0.0822926611125369
5,2.5e-08,8.15217922406944,0.000225816234160063,0.0867669844065781
5,2.5e-08,8.23548297652397,0.000237457120788309,0.0880848663179668
5,2.5e-08,11.9052087205121,0.000211584594884101,0.0740985232460199
5,2.5e-07,59.6974054139565,0.000240199381192826,0.0830215036063321
5,2.5e-07,61.5759993012126,0.000263707667892719,0.077657540906171
5,2.5e-07,62.3959398700484,0.000207657823033465,0.0803594623293905
5,2.5e-06,61.003808223621,0.000246061268669764,0.0870321475372953
5,2.5e-06,63.6698358892466,0.000206410735989105,0.078105808535761
5,2.5e-06,64.1189868034115,0.00023425136292663,0.0854020634427668
5,2.5e-05,57.0639568385869,0.000204764520585056,0.0785392344833709
5,2.5e-05,63.3593663069868,0.000232349218257012,0.0874833673252062
5,2.5e-05,65.0124102748578,0.000234425415484313,0.0768654830385828
