t,Reelin_input,pApoER2_re_Dab1_Obs,Compound_1_Obs
13,0,-2.83914554647077e-05,1.23483739934928
13,0.00012207,-2.87780296073144e-05,0.918575892557514
13,0.00024414,5.38882270857973e-05,0.840518952946516
13,0.00048828,1.80455877467625e-05,1.33463049656137
13,0.00097656,6.96118832688079e-05,0.848539867477492
13,0.0019531,7.91566483424379e-05,1.11799787120591
13,0.0039062,0.000116082428975017,1.30683993954539
13,0.0078125,0.000160654598532988,0.619567993779553
13,0.015625,0.000186701674640032,0.73538080392149
13,0.03125,0.000219144955472095,1.12450756146244
13,0.125,0.000250842789990848,0.866885769136686
13,0.25,0.000244959283132976,1.04568809806783
13,0.5,0.00029760435436215,0.751835222963473
13,1,0.000431140081854776,0.872297394816845
