observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
CISHnRNA1_Obs_1	CISHnRNA1_Obs	CISHnRNA1*scale1_CISHnRNA1_Obs	lin	sd1_CISHnRNA1_Obs	normal
CISHnRNA1_Obs_2	CISHnRNA1_Obs	CISHnRNA1*scale2_CISHnRNA1_Obs	lin	sd2_CISHnRNA1_Obs	normal
CISHnRNA1_Obs_3	CISHnRNA1_Obs	CISHnRNA1*scale3_CISHnRNA1_Obs	lin	sd3_CISHnRNA1_Obs	normal
CISHnRNA2_Obs_1	CISHnRNA2_Obs	CISHnRNA2*scale1_CISHnRNA2_Obs	lin	sd1_CISHnRNA2_Obs	normal
CISHnRNA2_Obs_2	CISHnRNA2_Obs	CISHnRNA2*scale2_CISHnRNA2_Obs	lin	sd2_CISHnRNA2_Obs	normal
CISHnRNA2_Obs_3	CISHnRNA2_Obs	CISHnRNA2*scale3_CISHnRNA2_Obs	lin	sd3_CISHnRNA2_Obs	normal
CISHnRNA2_Obs_4	CISHnRNA2_Obs	CISHnRNA2*scale4_CISHnRNA2_Obs	lin	sd4_CISHnRNA2_Obs	normal
CISHnRNA2_Obs_5	CISHnRNA2_Obs	CISHnRNA2*scale5_CISHnRNA2_Obs	lin	sd5_CISHnRNA2_Obs	normal
CISHnRNA2_Obs_6	CISHnRNA2_Obs	CISHnRNA2*scale6_CISHnRNA2_Obs	lin	sd6_CISHnRNA2_Obs	normal
CISHnRNA2_Obs_7	CISHnRNA2_Obs	CISHnRNA2*scale7_CISHnRNA2_Obs	lin	sd7_CISHnRNA2_Obs	normal
CISHnRNA4_Obs_1	CISHnRNA4_Obs	CISHnRNA4	lin	sd1_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_2	CISHnRNA4_Obs	CISHnRNA4	lin	sd2_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_3	CISHnRNA4_Obs	CISHnRNA4	lin	sd3_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_4	CISHnRNA4_Obs	CISHnRNA4	lin	sd4_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_5	CISHnRNA4_Obs	CISHnRNA4	lin	sd5_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_6	CISHnRNA4_Obs	CISHnRNA4	lin	sd6_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_7	CISHnRNA4_Obs	CISHnRNA4	lin	sd7_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_8	CISHnRNA4_Obs	CISHnRNA4	lin	sd8_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_9	CISHnRNA4_Obs	CISHnRNA4	lin	sd9_CISHnRNA4_Obs	normal
PTP_Obs_1	PTP_Obs	PTP*scale1_PTP_Obs	lin	sd1_PTP_Obs	normal
PTP_Obs_2	PTP_Obs	PTP*scale2_PTP_Obs	lin	sd2_PTP_Obs	normal
PTP_Obs_3	PTP_Obs	PTP*scale3_PTP_Obs	lin	sd3_PTP_Obs	normal
PTP_Obs_4	PTP_Obs	PTP*scale4_PTP_Obs	lin	sd4_PTP_Obs	normal
SOCS3RNA_Obs_01	SOCS3RNA_Obs	SOCS3RNA	lin	sd10_SOCS3RNA_Obs	normal
SOCS3RNA_Obs_02	SOCS3RNA_Obs	SOCS3RNA	lin	sd1_SOCS3RNA_Obs	normal
SOCS3RNA_Obs_03	SOCS3RNA_Obs	SOCS3RNA	lin	sd2_SOCS3RNA_Obs	normal
SOCS3RNA_Obs_04	SOCS3RNA_Obs	SOCS3RNA	lin	sd3_SOCS3RNA_Obs	normal
SOCS3RNA_Obs_05	SOCS3RNA_Obs	SOCS3RNA	lin	sd4_SOCS3RNA_Obs	normal
SOCS3RNA_Obs_06	SOCS3RNA_Obs	SOCS3RNA	lin	sd5_SOCS3RNA_Obs	normal
SOCS3RNA_Obs_07	SOCS3RNA_Obs	SOCS3RNA	lin	sd6_SOCS3RNA_Obs	normal
SOCS3RNA_Obs_08	SOCS3RNA_Obs	SOCS3RNA	lin	sd7_SOCS3RNA_Obs	normal
SOCS3RNA_Obs_09	SOCS3RNA_Obs	SOCS3RNA	lin	sd8_SOCS3RNA_Obs	normal
SOCS3RNA_Obs_10	SOCS3RNA_Obs	SOCS3RNA	lin	sd9_SOCS3RNA_Obs	normal
SOCS3_Obs_01	SOCS3_Obs	SOCS3	lin	sd10_SOCS3_Obs	normal
SOCS3_Obs_02	SOCS3_Obs	SOCS3	lin	sd1_SOCS3_Obs	normal
SOCS3_Obs_03	SOCS3_Obs	SOCS3	lin	sd2_SOCS3_Obs	normal
SOCS3_Obs_04	SOCS3_Obs	SOCS3	lin	sd3_SOCS3_Obs	normal
SOCS3_Obs_05	SOCS3_Obs	SOCS3	lin	sd4_SOCS3_Obs	normal
SOCS3_Obs_06	SOCS3_Obs	SOCS3	lin	sd5_SOCS3_Obs	normal
SOCS3_Obs_07	SOCS3_Obs	SOCS3	lin	sd6_SOCS3_Obs	normal
SOCS3_Obs_08	SOCS3_Obs	SOCS3	lin	sd7_SOCS3_Obs	normal
SOCS3_Obs_09	SOCS3_Obs	SOCS3	lin	sd8_SOCS3_Obs	normal
SOCS3_Obs_10	SOCS3_Obs	SOCS3	lin	sd9_SOCS3_Obs	normal
SOCS3nRNA1_Obs_1	SOCS3nRNA1_Obs	SOCS3nRNA1*scale1_SOCS3nRNA1_Obs	lin	sd1_SOCS3nRNA1_Obs	normal
SOCS3nRNA1_Obs_2	SOCS3nRNA1_Obs	SOCS3nRNA1*scale2_SOCS3nRNA1_Obs	lin	sd2_SOCS3nRNA1_Obs	normal
