t,Compound_1_Obs,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs
0,10.7872126208675,0,0,0.0119771058455341
7.5,3.57783184028015,NaN,NaN,NaN
9,NaN,NaN,0.452730646953968,NaN
9.5,NaN,NaN,NaN,1.66519630300072
10,NaN,0.408400740431022,NaN,NaN
15,3.00394929712593,NaN,NaN,NaN
20,NaN,NaN,0.599955801842489,2.98533814961847
25,3.34478630209841,0.588524216400293,0.734610460152719,NaN
30,3.82199135305077,NaN,NaN,4.50669382448734
35,NaN,0.494346985371812,0.974872503280332,NaN
40,4.55747682570602,NaN,NaN,5.31836701130838
45,NaN,NaN,1.06652250147676,NaN
50,3.59822325974642,0.424344126180237,NaN,NaN
55,NaN,NaN,NaN,4.34441103838203
60,5.0946106916243,NaN,1.92774838283223,NaN
65,NaN,0.559815112672743,NaN,NaN
70,3.98407072895369,NaN,1.85213954755161,6.46021584293926
80,NaN,0.446780817590188,NaN,NaN
85,3.81237656907848,NaN,2.64734191031017,5.93498629702369
100,3.34027558094237,0.514069897149561,2.11910847645058,7.08337545321514
150,5.80011653845095,0.649203936330236,3.53483420064583,6.87297345722933
200,6.64375199724521,0.649431086501504,5.85235994282348,9.24847679594027
