t,input_il6,nSOCS3RNA5_Obs,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_6_Obs,Compound_7_Obs,Compound_8_Obs
0,2.5,0.00143210157702996,78.310331197158,59.0194693461565,35.1821737622859,42.2626644393224,44.0581531241705,26.1571805012303
0,2.5,0.0010906787820838,68.0990533184674,62.3406839545379,34.0613838103152,52.0833815617798,69.5099136390967,38.8294030095294
0,2.5,0.00184049330158853,37.9025790238582,59.5174985294624,43.5735088038313,82.442712189883,76.0077949573817,16.4869577630991
0,2.5,0.00194735037557528,74.7481093836564,56.0729391995783,21.0955773895891,63.4135178872157,91.2651177588153,16.4070167591294
0,2.5,0.00177169969090201,59.3122522243953,82.1285041353069,24.086163570094,76.7998622162967,67.011730632682,19.5609271571542
0,10,0.00167714750281977,51.945229420892,97.2724339937642,16.6100226213142,75.0765725161243,52.3862521789199,43.0355659822053
0,10,0.00130915572872377,50.997256344741,112.564336281359,21.1466735648794,63.3231285472109,43.6293978662456,35.6082437854238
0,10,0.00188067110789377,39.2461062194579,66.1830422312664,27.1265418867772,40.8386803070911,52.3535460322094,55.1972373707599
0,10,0.00228101287476167,39.9513505194963,90.0420661201879,24.7298237765709,69.0354985428163,64.6622256176051,23.1781104145748
0,10,0.00312667760185978,58.3177236389333,56.3106407657111,37.9418058288432,64.8807982702541,31.6747619610202,32.5242411628016
0,60,0.001094918647507,49.7346794749552,64.1510643487427,34.5542721277336,52.8490097758164,41.7338297995632,31.7470058131051
0,60,0.00166399689721282,45.1629717365754,107.541513653098,37.8166530213013,103.90307509235,46.5475657911113,49.5784010992499
0,60,0.0017757881296533,82.9770910188847,76.0971030977461,18.303216301034,80.0350508938819,75.1674956042395,15.4518760618048
0,60,0.00264581270233126,89.5505510934816,68.1946376509948,34.5652141569785,56.0985157120609,84.196923125604,27.858463326614
0,60,0.00192448167616654,45.4192527155101,67.701388086908,20.2501944104822,39.201303596953,59.4524169818177,12.0540518332965
0,120,0.00267729918493131,57.6003016841802,104.267221190867,37.4105537679251,37.7324887059124,69.3318410833145,23.7205257882917
0,120,0.00164067604897137,55.4058397166229,62.7435527564772,20.2741832949238,36.831475200558,75.7470274814449,27.3163484446077
0,120,0.00226399122126269,35.8812678356824,103.736887832002,13.3646439562881,45.917457288552,46.1513187225295,21.0679129058454
0,120,0.00213262917676704,70.2259569387243,40.1213892735042,20.5745511547633,52.4507204433765,76.226232461681,18.7465846836066
0,120,0.00178555279826559,63.3067918585523,90.4782683701697,14.1382074084599,85.2385082015439,46.7539248217693,18.9965885762212
