t,input_il6,JAK1_gp130_Obs,SOCS3_Obs,Compound_4_Obs
71,0,0.678621120557538,0.00833352760794203,31.0999602667494
71,0.0005,0.357172699666175,0.00876823319893339,21.2105616336899
71,0.005,0.412427902355677,0.00823494249504528,36.2573817466214
71,0.05,0.795186503267492,0.0124891853441724,37.8631990593728
71,0.5,0.303424833159501,0.054280991167396,25.7055796828837
71,5,0.0240878950485403,0.38834459287775,31.4536622389471
71,50,0.00581419163641486,4.4896276408935,20.7191626117949
71,100,0.00632495024909028,7.51606680446824,26.2551226330828
71,200,0.00240536231200937,10.4642158225936,30.5468090640206
71,500,0.00221391921193485,24.2419810799628,17.9735910069333
