t,input_il6,JAK1_gp130_Obs,SOCS3_Obs,Compound_4_Obs
2200,0.1,0.348710998288169,0.134572820676231,42.941063397209
2200,0.1,0.446221936048652,0.252042608056679,28.7001602644938
2200,0.5,0.162845740455718,0.237834667873847,24.2079907071539
2200,0.5,0.174965831761234,0.456046292950466,18.4294552939558
2200,1,0.0863165852719842,0.343133161373567,34.11071166139
2200,1,0.167507820733654,0.845828875411064,43.3673733640376
2200,2.5,0.0515673692404269,1.17132555211609,36.4948359012806
2200,2.5,0.0641262278889261,1.20650084492229,19.8744381639376
2200,5,0.055724855212198,1.83576252001122,37.8380287249724
2200,5,0.0619280705715676,3.15688915250641,28.2481804250624
2200,10,0.0262738867961741,0.238051856782123,49.1917668685198
2200,10,0.0469091577421901,0.232276394654955,17.35043267876
2200,25,0.00285949312000823,34.1741648577576,36.0285981981476
2200,25,0.00540664261757829,25.8407058561268,21.9215168140849
2200,50,0.000761352069706518,106.288457426783,18.1284124043547
2200,50,0.000975792982547259,84.4881212644386,30.3182559417265
2200,100,0.000596990866148171,75.1472593754619,23.2986214748058
2200,100,0.000737089342609798,99.2891218387563,29.3806598458768
2200,500,0.000549589670908481,102.602257715519,33.5036404684114
2200,500,0.000644262734249303,106.792052925033,19.7835839814721
