t,input_il6,nSOCS3RNA5_Obs,Compound_6_Obs,Compound_7_Obs
12,0,0.00133176069683522,56.366532721712,48.6236795617829
12,0,0.0015174106449805,37.8088554499414,35.2203764475587
12,0,0.00153542038913275,43.9529484494075,53.8869188270698
12,15,0.604058825023188,71.4741166087742,54.1173449937998
12,15,1.39376873122599,114.895376247374,96.4760138528845
12,15,2.13745101191199,93.6824419511201,102.65625321914
12,30,6.33246847761747,180.917313090222,79.9834283238276
12,30,9.68264889304165,280.503260780712,421.388253847596
12,30,12.1454789561999,267.922353317423,351.085028982789
12,60,21.5390620858936,377.75396228933,612.746053283733
12,60,28.9699228203065,993.639174066705,330.008983807136
12,60,37.7216777641514,446.812128010013,386.176206911604
12,120,71.4169143328277,1676.58357332682,1136.45193302826
12,120,81.7473668402142,1400.71237884204,1493.00374563454
12,120,104.681825350829,1774.12091132723,1367.83570478886
