t,input_il6,JAK1_gp130_Obs,SOCS3_Obs,Compound_4_Obs
41,0,0.424904535869167,1.10453192493011,29.9953725034717
41,0,0.584614566657175,0.780863151280242,12.8691516990582
41,0.5,0.208925848302544,0.994763906179099,28.2041767596158
41,0.5,0.477608021987517,0.79956315404065,34.5105776609016
41,1,0.31136318845622,1.16155439428045,31.0437800067294
41,1,0.390957304759214,1.57636327122621,29.4223203442806
41,2.5,0.337160228395222,1.20250144592462,12.867726734397
41,2.5,0.71355609457407,1.25634172514679,17.5829415008344
41,5,0.203504126027708,2.26155141397907,39.8654470108838
41,5,0.208862810812602,8.34915282243497,32.2828517390671
41,10,0.0060057374457271,15.0975202628588,32.0396793785336
41,10,0.00848189401522777,18.7096147407701,35.3392411606956
41,25,0.00103325330477224,104.662775348303,42.3889754092474
41,25,0.00162498224613659,64.9600933816764,24.8953853211618
41,50,0.000326565783067024,87.078653032573,32.3020609325511
41,50,0.000581375103093643,223.327846726051,30.3786344201962
41,100,0.000179448869108253,508.000221422772,23.0100467796785
41,100,0.000288137699149306,269.874610719172,34.1743039166616
41,500,5.68101586712782e-05,1304.23834622337,44.5533842551653
41,500,6.21535050511489e-05,1615.4707669084,37.1986932422862
