t,input_il6,JAK1_gp130_Obs,SOCS3_Obs,Compound_4_Obs
2800,0.1,0.270119296145883,0.140779397950719,18.9436848498633
2800,0.1,0.349060076039152,0.171621351356887,21.656527826517
2800,0.5,0.111304676646915,0.304877354591579,24.4614936326184
2800,0.5,0.141629607621977,0.397776137701043,36.2579279342893
2800,1,0.109829249990767,0.470998327426598,27.5068098498682
2800,1,0.124302357286593,0.493739571323565,36.7324833616147
2800,2.5,0.0951242449659775,0.8164106845021,28.6226914511875
2800,2.5,0.0988905308560512,0.650364912846725,12.8284596652014
2800,5,0.0205392423969115,3.46693441281991,41.3858778109177
2800,5,0.0438860875997017,4.27867198802872,23.6733978776114
2800,10,0.03597149335051,2.64236031068211,28.1512323820616
2800,10,0.0489921802695538,1.86131183862677,31.1805136764767
2800,25,0.0193613036357213,0.345499728503429,33.320904781182
2800,25,0.0607718579600561,0.492444182028531,14.7965258001376
2800,50,0.0035171497241912,23.861138648992,40.9425884507354
2800,50,0.00643089512606041,12.9005131152663,38.3476053315898
2800,100,0.000765566451984462,70.0823225861421,31.9634423037946
2800,100,0.00120200447080537,147.616281715699,27.2600856954214
2800,500,0.000983518780158077,114.021569873462,35.3937197990589
2800,500,0.00131563639692199,55.9806300575323,26.0369405600682
