t,input_il6,JAK1_gp130_Obs,SOCS3_Obs,Compound_4_Obs
110,0,0.220517265111589,0.0639015643614248,44.7461808113587
110,0,0.295792053367754,0.0629313438819873,33.4347500179728
110,0,0.313746137153862,0.0631592758013128,29.7000405564398
110,0,0.336247464724146,0.0384484040391475,29.8158768932319
110,0,0.432232923797461,0.0464578906329867,28.800528083969
110,0,0.452861179756909,0.0232891332008641,25.1212038908331
110,0,0.686680201840121,0.0359041869953505,18.3255423788141
110,0,0.762371976280626,0.0437390215573215,29.5165181533613
110,0.0005,0.266655351276778,0.0472527165806338,24.9347955680555
110,0.0005,0.388019500639954,0.0468038820007015,26.3592321808253
110,0.0005,0.40095595690825,0.0593844245492611,34.8981151911189
110,0.0005,0.519626560711975,0.0416807471878014,16.777721831857
110,0.005,0.332044248756728,0.0652663854476256,27.1372533823572
110,0.005,0.337841437861835,0.0574539866300204,26.3459313384754
110,0.005,0.380615318708685,0.056737496865782,36.1911883332847
110,0.005,0.463901431140805,0.0574385899136493,24.7513279803506
110,0.005,0.49495372205698,0.0397065796055139,55.7224791551946
110,0.005,0.629954363322329,0.0624846690876241,30.2435091962754
110,0.05,0.317830386202472,0.0657035635689456,34.677963135699
110,0.05,0.396722462702999,0.0585249525414252,22.3913230379944
110,0.1,0.275566027808987,0.131719464010159,17.9577284026074
110,0.1,0.276968142022209,0.113725036165694,20.5503502202884
110,0.1,0.413681537936162,0.117348188554319,30.808328420333
110,0.1,0.650514188351683,0.112453840755378,30.8069413341407
110,0.5,0.0803857695685113,0.0664760364053802,29.3863001073227
110,0.5,0.112056619746883,0.0439203924785782,37.3640863762178
110,0.5,0.158623735777842,0.0332771244101571,29.8636196326344
110,0.5,0.19649241586642,0.0341151874893286,20.3931316213682
110,0.5,0.215506331641453,0.0382755621694429,42.0235551263707
110,0.5,0.250379058337415,0.0378624097699635,19.0254392188138
110,1,0.0705724934241037,0.0218991410049851,26.4310648157615
110,1,0.0890021267828575,0.051449722809133,21.1808012616214
110,1,0.0987096724848017,0.0165918672598196,41.8631957718149
110,1,0.119419742211112,0.0378674653954998,62.3609498911998
110,1,0.133954087930194,0.0130745398303327,22.2502158186155
110,1,0.145391270506735,0.0268108280150692,32.6738643466322
110,1,0.165274757543722,0.0166815016365908,14.6110712266909
110,1,0.19606795224624,0.0238551703663198,28.9549278018589
110,2.5,0.0872829513984809,0.0583497044018662,12.830480598949
110,2.5,0.139255450943061,0.0474063582311016,30.1895766836831
110,5,0.0766008871856855,0.197358516400446,21.0608748023321
110,5,0.157772945964926,0.239413755569422,43.1012164879773
110,10,0.0358148819583554,0.671327083643675,58.5226817691338
110,10,0.0537144258220173,0.675644542677737,32.6640319431237
110,10,0.0576956557816261,1.04175224701525,26.7130459081471
110,10,0.0607523026481675,0.771663577985746,21.7291025402616
110,10,0.0650767912644048,1.17184637328613,59.1642100346081
110,10,0.0880680908288267,0.811075928310052,54.2823799609217
110,25,0.0378982364933744,2.84415612470741,42.3647178148863
110,25,0.0436337226248754,2.5985113549497,29.6268693031157
110,25,0.0448497190187144,4.8455514641845,48.0310517365135
110,25,0.0707057676004542,2.88211194420789,35.1230208595116
110,50,0.0143039842073006,10.8237179968916,33.2521783541235
110,50,0.0176489882483185,8.60363363495008,28.1663833495437
110,50,0.0216734164167358,7.76942921340522,52.0765115368823
110,50,0.0316051157447627,11.788963295554,31.6718433192488
110,100,0.00715277652308599,17.6723961100069,49.1345851145336
110,100,0.011471626041745,19.7540781829524,58.1101530054788
110,200,0.0021623744654623,13.8511984872842,58.4705015464844
110,200,0.00248732460253745,18.3494986822445,71.6921140891622
110,200,0.00318043390486264,21.9074862049766,40.7650720056559
110,200,0.00383941361654149,43.4176152438816,59.535749749107
110,200,0.00391235293822103,26.445186355199,77.3170548399513
110,200,0.00442081873154642,37.0492607460866,58.6170537137083
110,200,0.0046926961606297,20.6586437054838,33.8056849451262
110,200,0.0050922571328535,34.2746190019103,74.7298120647522
110,500,0.000967710326027101,106.760658647156,46.1717627534203
110,500,0.0011081041837558,32.7040717504952,84.2473177232137
