t,input_il6,nSOCS3RNA5_Obs
110,0.1,0.000190554108702893
110,0.1,0.000229664502102441
110,0.5,0.000654000836266348
110,0.5,0.000734903598892285
110,1,0.00164143643972155
110,1,0.00171586543061575
110,2.5,0.00552024494463876
110,2.5,0.00635478862856314
110,5,0.0100456818476679
110,5,0.0125792250396186
110,10,0.0203369154578893
110,10,0.0228482288143102
110,25,0.0288086903407666
110,25,0.0324615134538914
110,50,0.0433503186289009
110,50,0.0440692249512928
110,100,0.0641722091954029
110,100,0.0719233480381783
110,500,0.153017505458287
110,500,0.155711995712789
