t,input_il6,JAK1_gp130_Obs,STAT3_Obs,tpSTAT3_Obs
0,2.5,0.171535550563386,41.3902754627073,0.92234239448185
0,2.5,0.173058475005685,39.813677134507,0.943621285555586
0,2.5,0.17734153387232,39.8729063478577,0.843942239502554
0,2.5,0.186335070359141,42.2935511257558,0.794193227868298
0,2.5,0.19558181817183,40.5654408471968,0.986996939697694
0,10,0.183402871025561,41.7025116002335,0.837210946448437
0,10,0.187492947920723,38.4338296261453,0.854348931627941
0,10,0.187927920471666,44.4072772501771,0.778640955169486
0,10,0.196887590659923,44.9834540589618,0.808710442540814
0,10,0.197436128693872,38.4376856932241,0.832219799213672
0,60,0.172387510590323,42.891862584871,0.708851381488109
0,60,0.174333602769433,42.9926479155536,0.854842790242731
0,60,0.180280009733071,42.3592746102093,0.906104446556755
0,60,0.19132109790548,44.3687829472646,0.883684152864341
0,60,0.2017322728496,40.7983735482395,0.756831812263181
0,120,0.159348491255011,42.1309990544006,0.872752871344748
0,120,0.169557920951881,41.8839850787724,0.739631175618482
0,120,0.195717593382645,37.2292467577804,0.788989729800648
0,120,0.204714214326974,40.845565398784,0.837268001038126
0,120,0.212206457530327,36.5782262758747,0.772159265902808
