t,input_il6,JAK1_gp130_Obs
31,0,0.18562648413648
31,0,0.183452177383415
31,0.5,0.220294519064163
31,0.5,0.185914753698362
31,1,0.19270611243288
31,1,0.187113151484649
31,2.5,0.186023443158359
31,2.5,0.158484519801794
31,5,0.0717856988078959
31,5,0.0915446416694441
31,10,0.188864101191361
31,10,0.184037567364153
31,25,0.151780642688663
31,25,0.146758740084909
31,50,0.163760647018036
31,50,0.184894601447414
31,100,0.146403518383764
31,100,0.11801290387166
31,500,0.0205897117527177
31,500,0.0186968279606831
