t,input_il6,JAK1_gp130_Obs,STAT3_Obs,tpSTAT3_Obs
7,5,0.169688155541132,28.9773993342192,9.58684330040459
7,5,0.167682497522664,32.558721176831,9.24178194474727
7,5,0.169738424233764,31.6022360190225,7.73321091830098
7,5,0.209256875062172,25.3047735817721,10.3358326378119
7,20,0.196618163280912,27.4610506988192,15.048639761723
7,20,0.174030585933926,29.2461236356184,14.9326802914299
7,20,0.165413640929387,23.7650025577011,17.4847516536681
7,20,0.164526176164092,27.5861825129976,16.123092417271
7,40,0.175049241792712,37.3060272412844,3.13075859157849
7,40,0.204857912360117,38.1108891790514,3.51681956903581
7,40,0.173541493393868,42.2075029876465,3.20950372533131
7,40,0.174734075065353,42.7341267910358,3.70287405800893
7,90,0.151153394157943,15.548355428347,26.2669821114115
7,90,0.141946200856776,16.1690972908057,23.9657200812789
7,90,0.120176634143651,15.9614561502967,21.019838096668
7,90,0.129946718167666,15.4880965524793,23.0155590472011
