timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,9.81510851485339,9.55203096773283,1.1255666509508,9.12107697175765
100,NaN,0.062380942778477,NaN,NaN
250,NaN,0.645077049170357,NaN,NaN
350,NaN,-0.702193345577089,9.22709268360027,9.30540481065223
450,9.14964106991303,NaN,NaN,NaN
500,NaN,0.136135097056411,NaN,NaN
700,NaN,0.406237952913303,7.66156446146788,NaN
750,NaN,NaN,NaN,11.1777220517553
900,12.0059491455079,0.72988446329337,NaN,NaN
1000,NaN,1.2770882553262,10.9356323888529,9.15926267459726
1500,10.0224932382181,NaN,10.9356369480543,13.285510060725
2000,11.2941564605875,NaN,7.89641853034941,6.65539959864028
2500,9.06412308401498,NaN,10.7422768031077,7.65550980504105
3000,6.34696104183095,NaN,8.03895136308295,7.83065150213651
3500,NaN,NaN,8.30537086466848,NaN
4000,9.6883889218075,NaN,9.05881894140715,7.23549653050485
4500,10.0870806484803,NaN,NaN,NaN
5000,NaN,NaN,6.60848629203178,8.74872855985609
6000,8.09496351573848,NaN,8.53374992842687,3.4473369015801
7000,6.55537368218547,NaN,7.59543735584017,4.33531630462861
8500,8.46750455597699,NaN,6.10857574227927,5.80251169937114
