timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,10.9708738966097,8.1133133367634,-0.189374848515269,7.87045098010333
350,NaN,9.63445723902879,0.230669008550026,NaN
450,10.5207976882044,NaN,NaN,NaN
500,NaN,NaN,NaN,10.6845596791871
750,NaN,7.68616672659262,-0.178848872120797,NaN
900,10.2263158331511,NaN,NaN,NaN
1000,NaN,8.35067406931035,0.455344973835019,9.31913997219251
1500,7.9608703867831,11.2059944631335,0.984061927562146,9.10209250142596
2000,10.5517366423521,9.18255447294373,1.08347171947118,11.043955668729
2500,9.83153784586907,10.7391864976601,1.59448029745131,NaN
3000,5.59564191162101,7.75618569232299,2.06453667087355,8.82012494901851
3500,NaN,NaN,NaN,5.56301627537649
4000,10.5960757273129,6.80193175781263,2.18633735457516,NaN
4500,4.55171960958401,4.05021979980778,NaN,3.65065065988873
5000,NaN,NaN,1.95114250682411,NaN
5500,3.42155373093151,5.8893040580992,NaN,2.90619030514848
6000,NaN,NaN,1.2080140358951,NaN
7000,2.80409896398913,2.92774065107803,1.46100486511085,2.26627168037371
8500,1.81796297301757,NaN,1.19335163968218,2.3852336863421
