timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,15.1516287331415,10.4276521405066,-1.63985741705662,7.659003009801
150,NaN,0.34218420455664,NaN,NaN
300,NaN,-0.191912860692363,NaN,NaN
350,NaN,NaN,7.64141346366949,NaN
400,8.66310541978781,NaN,NaN,8.56140071568715
450,NaN,-0.294377415189457,NaN,NaN
650,NaN,0.529556982388098,9.49186584283521,NaN
800,NaN,NaN,NaN,9.60817002556452
850,8.27160409236446,0.0708087829246465,NaN,NaN
1000,NaN,-0.0281855798857647,11.7156000063995,7.83365832047771
1500,12.1305905535481,0.592213135429441,11.3138444723945,9.59948297170249
2000,8.97924605888731,NaN,8.45074519051961,4.5893328270299
2500,9.93747040341065,NaN,10.5656476978615,NaN
3000,8.68354968010537,NaN,8.50839108538725,9.04505912805904
3500,NaN,NaN,NaN,7.90279848013075
4000,11.4259856721295,NaN,6.97242087421696,NaN
4500,10.3860052150102,NaN,8.20591405716952,7.87478208181744
5500,8.23991736656551,NaN,8.66592111118977,5.65654553053882
6000,NaN,NaN,7.85221950901998,NaN
7000,5.69728724255944,NaN,NaN,6.4955382870343
7500,NaN,NaN,7.46644828442642,NaN
8500,4.03336321234536,NaN,8.24868057383351,9.65148779485251
