timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,8.37648968737934,10.0850457065182,-0.648630956817104,8.8900011141256
100,NaN,-0.19663447102207,NaN,NaN
200,NaN,0.383608214032773,NaN,NaN
350,NaN,0.667079854441426,9.05394784755311,7.68410581529894
450,9.29105918783236,-0.0578822038124902,NaN,NaN
650,NaN,0.820992593362793,NaN,NaN
700,NaN,NaN,10.7021331077302,NaN
750,NaN,NaN,NaN,11.3730541019562
800,NaN,1.53249919694615,NaN,NaN
850,7.18853367527824,NaN,NaN,NaN
1000,NaN,0.514722432304653,10.6434122314577,8.81410971993345
1500,10.1172400926182,NaN,9.12212194932417,9.67207248325473
2000,12.7085380045252,NaN,10.246787331223,8.15213147248846
2500,9.96197312931199,NaN,9.10264779525661,8.97957409607747
3000,6.96698596402224,NaN,10.66264749792,8.94255272727755
3500,NaN,NaN,7.9738281466973,NaN
4000,7.37624879052699,NaN,NaN,5.85215298177561
4500,8.68444490898547,NaN,6.65218335642162,NaN
5000,NaN,NaN,7.63968121375578,6.07334974635201
5500,10.1304212969997,NaN,NaN,NaN
6000,NaN,NaN,10.2772289463183,6.71930367160473
7000,8.48961266579182,NaN,NaN,4.06024346781122
7500,NaN,NaN,7.9227043923877,NaN
8500,4.50469720766738,NaN,4.86246109501674,5.76053134125965
