timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,10.5273195909218,9.6662700518529,0.118360074646744,9.15253147641908
350,NaN,10.5804795001393,NaN,NaN
400,NaN,NaN,0.215611840722189,NaN
450,10.4384347120234,NaN,NaN,11.1164175776711
700,NaN,8.64077951735941,NaN,NaN
850,NaN,NaN,0.508848471619792,10.4953138914808
950,9.26339785682889,NaN,NaN,NaN
1000,NaN,8.49237700345662,NaN,NaN
1500,6.87216073420892,7.87634286525455,0.835596299841322,12.0127299066082
2000,11.3943035237382,7.10023770238662,1.81984876177777,10.063874030813
2500,NaN,6.3906949717264,2.50054528721211,6.15090842127523
3000,6.89581924308997,6.88273821329881,2.69772567500958,9.08853155490769
3500,6.43333015483106,7.62018229780829,3.01823774691786,NaN
4000,NaN,NaN,NaN,5.7581815296455
4500,5.01908607872086,3.51235986949705,2.33297932824501,2.55419680702272
5000,NaN,2.34128847165226,NaN,NaN
5500,NaN,NaN,2.26609437008806,NaN
6000,1.44655449558174,2.5087808372524,NaN,1.3714513728487
7000,NaN,NaN,2.021906995274,1.94759907627392
7500,NaN,3.01578736829049,NaN,NaN
8500,NaN,-0.820045575223897,1.88832724285875,0.359389542746916
