timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,12.3840990570042,9.77923461219893,-0.196684906132228,11.2572633191649
100,NaN,0.510271587381719,NaN,NaN
250,NaN,0.379854958419488,NaN,NaN
300,NaN,NaN,8.3287459414476,NaN
400,7.92976742815492,-0.0167976261033501,NaN,11.264625545578
600,NaN,0.0100631666467022,11.4820807409453,NaN
800,NaN,-0.0198112690842239,NaN,8.6691666062669
850,9.71658513533015,NaN,NaN,NaN
900,NaN,NaN,8.98250680651596,NaN
1000,NaN,0.797663025655791,12.387035958356,10.2621648523902
1500,8.53874607771933,NaN,10.1719729794687,10.1520038207991
2000,8.76812946068739,NaN,9.39313037749878,NaN
2500,7.98638918516943,NaN,9.60086670375843,10.6988272556596
3000,8.88945634334234,NaN,11.0342229141298,7.61304861695551
3500,7.8254727216212,NaN,9.22042308123546,5.62802999395185
4000,NaN,NaN,5.86955620321805,NaN
4500,7.7361924617997,NaN,8.12762857230611,4.47746603110431
5500,9.1369779211466,NaN,9.59756031969099,7.21948026548745
6500,NaN,NaN,7.17760372847507,NaN
7000,4.98653108051687,NaN,NaN,7.27860389550692
7500,NaN,NaN,6.33434111293115,NaN
8500,7.99473143784507,NaN,NaN,9.15945784092197
