timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,8.66245135884701,9.70419895941126,-0.280295599831407,7.3846582987838
350,NaN,NaN,-1.35706585602812,NaN
400,7.53930901221714,9.83945721597127,NaN,NaN
450,NaN,NaN,NaN,8.29536492189775
700,NaN,NaN,3.14662121735049,NaN
750,9.09429719670686,NaN,NaN,NaN
850,NaN,9.03762548292561,NaN,NaN
950,NaN,NaN,NaN,8.44886791571051
1000,7.87339266118534,NaN,2.93260918084496,NaN
1500,9.75661118095144,1.24648185997659,8.53297463098058,7.4427280156268
2000,7.90389178447123,2.26183474542235,11.0163186680756,10.0092753645182
2500,8.33561508178581,2.49851906263634,7.37780336324826,10.4038393648962
3000,NaN,1.16038230238155,8.00872505354126,NaN
3500,6.67288906954484,NaN,6.28101936426534,5.63533062610048
4000,7.37541256416533,1.61153213009321,NaN,NaN
4500,NaN,-0.187580239487155,5.48371658189676,6.92080277532169
5000,4.84526689300733,NaN,NaN,NaN
5500,NaN,NaN,4.9431742845828,4.3873239137534
6000,3.30858044350927,1.42116734510583,NaN,NaN
6500,NaN,NaN,5.790164137047,NaN
7000,4.55477938447788,0.8761471030083,NaN,3.3793519564734
8000,NaN,NaN,3.25248500605275,NaN
8500,1.62739103874976,NaN,NaN,3.76861222654847
