timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,8.472945705248,9.7726904482103,-0.0564614184211998,9.74104806888411
250,NaN,NaN,0.0667964012398016,NaN
350,11.1098034057421,NaN,NaN,NaN
400,NaN,10.4016173074148,NaN,10.3176318026923
500,NaN,NaN,0.0322891718626282,NaN
700,11.3609016757391,NaN,NaN,NaN
750,NaN,NaN,0.0810785416344738,NaN
800,NaN,NaN,NaN,8.51132896969909
850,NaN,9.12296022133715,NaN,NaN
1000,12.0421376512512,NaN,0.06516493928317,12.9470960350226
1500,8.94679295243399,9.67851240573148,0.501075982041318,11.2043858836544
2000,8.18459647925073,8.82596103176843,0.711576763459257,10.7337400207855
2500,8.75525033111556,8.63371170771383,0.924592360634703,9.61961133881633
3000,10.5845468898316,9.07145612470084,1.39520434928484,NaN
3500,NaN,10.5457247950925,NaN,9.28320537236924
4000,5.44938735672962,6.26178706824073,2.14109159460088,8.06000081594762
4500,7.36886959565877,NaN,NaN,NaN
5000,NaN,4.3883756087566,NaN,4.67019907564206
6000,4.93401639540074,4.22274321638327,NaN,4.164594494584
7000,5.65284322967738,1.13545268114401,NaN,-0.332951884563768
8500,1.5719195481935,1.12872366823026,NaN,1.90356054280544
