t,epo_level,p12EpoRpJAK2_Obs,CISnRNA1_Obs,CISnRNA5_Obs
56,2.5e-09,0.0221847119435735,111.75760576989,70.556258679221
56,2.5e-09,0.022336389965107,93.4700059599093,48.6637664427442
56,2.5e-09,0.0304591822029904,84.1539234835572,63.1445732005247
56,2.5e-08,0.0211020436310345,381.232184192797,469.419155788224
56,2.5e-08,0.0217050080080071,338.610655891728,511.496376020229
56,2.5e-08,0.0243027840866034,595.242481879214,433.629893231265
56,1.25e-07,0.00986360663514065,1151.81797282136,1177.99544494933
56,1.25e-07,0.0139407454618301,1355.19858485882,1351.12585681511
56,1.25e-07,0.0141166454685731,1085.24531153877,1549.60255478018
56,2.5e-07,0.00528765830102397,1610.0751115189,1650.15414855256
56,2.5e-07,0.00696947871602601,1294.20897411817,1016.46318571338
56,2.5e-07,0.0100715230717295,2055.35772742195,1930.28770468711
56,1.25e-06,0.00409137528451124,1725.63999204078,1859.67817835371
56,1.25e-06,0.00435276075646135,2521.74200382794,1814.88640387698
56,1.25e-06,0.00695502035928702,2005.98040666143,1423.61166900401
56,2.5e-06,0.00357395976543044,2082.26285519264,2178.72046621594
56,2.5e-06,0.00391332103163707,1497.54639164202,1647.08166802263
56,2.5e-06,0.0041924313245729,1201.69740191203,1477.71093381912
