t,epo_level,EpoRJAK2_Obs,STAT5_Obs,CISHnRNA2_Obs
9,2.5e-09,4.71379926804818,41.5446911482452,0.000299147830192941
9,2.5e-09,4.83372678623561,38.439159095087,-0.00101593559291213
9,2.5e-09,5.71498957536226,42.9377698921193,-0.00110475743583339
9,2.5e-08,3.41336926813184,35.9129592854993,0.000452120215618127
9,2.5e-08,3.4665241216154,32.7934316416673,0.000654286673922041
9,2.5e-08,4.23858035201903,31.6474784670747,0.00152515647985651
9,2.5e-07,2.60491552103375,4.51796353080164,0.00810536762117794
9,2.5e-07,2.66078801112916,2.95547526212733,0.00692152479071825
9,2.5e-07,3.15324386940227,10.415105623051,0.00961163330602294
9,2.5e-06,0.429769844662428,3.32124583457197,0.0151470215315591
9,2.5e-06,0.430391606827442,2.25835934576355,0.014185156353889
9,2.5e-06,1.4342224992183,-2.79579973715877,0.0163987064880623
9,2.5e-05,-0.397145849616298,3.70421077378209,0.0176653129001662
9,2.5e-05,-0.297342722686955,2.63354895198403,0.0177474895883816
9,2.5e-05,-0.139273977775009,0.339817566622605,0.0136945180735899
