t,epo_level,SOCS3nRNA3_Obs
13,6.6667e-07,0.00015481194140156
13,6.6667e-07,0.000169565737513659
13,1.3333e-06,0.000175122863019894
13,1.3333e-06,0.000175643273879285
13,2.6667e-06,0.000150655664057358
13,2.6667e-06,0.00016731717330763
13,5.3333e-06,0.000186765278858174
13,5.3333e-06,0.000201139442449613
13,1.0667e-05,0.000166320199004216
13,1.0667e-05,0.000179076416575034
13,2.1333e-05,0.000158935252982889
13,2.1333e-05,0.000163588345406093
13,4.2667e-05,0.000116256195209016
13,4.2667e-05,0.000163161620795914
