t,epo_level,EpoRJAK2_Obs,STAT5_Obs,pSTAT5_Obs,CISHnRNA2_Obs,SOCS3nRNA1_Obs
15,0,1.82434869206431,4.81552583677595,0.014168170709238,9.81321870769736e-05,0.000208545432173396
15,0,1.7010830093861,4.54422223192283,-0.0434398206796222,0.000212254437749728,0.000252992701442792
15,4.2857e-08,0.0047392252263585,2.11684918121444,0.644237432617931,0.00354777448404434,0.0013276927652808
15,4.2857e-08,0.0543769153770056,2.36636713459249,0.603305177279108,0.003426980238578,0.00135262717355477
15,1.4286e-07,0.356281478557532,3.57191196538048,0.54170573201176,0.00159164209563783,0.000698069483159543
15,1.4286e-07,0.409894080290068,2.84177083689574,0.499298383043293,0.00167562535994513,0.000658069126105073
15,4.2857e-07,1.38266565953414,4.33533756020968,0.050460069213693,0.000235468725919154,0.000144408380182834
15,4.2857e-07,1.45567666996411,4.59876903604648,0.0613823224832505,0.000250020198615197,0.000168241350842512
15,1.4286e-06,-0.0205910739489747,2.07569496835462,0.61228717945937,0.00375176574990101,0.00137121837033518
15,1.4286e-06,0.0355903354495543,2.2903919615159,0.572702833902188,0.00388247535141644,0.00135514966001578
15,4.2857e-06,0.18570219348664,2.22122164335258,0.679609377374192,0.00306176207932765,0.00132333746607692
15,4.2857e-06,0.148640810160017,2.46174374420749,0.634900602274452,0.00309353330428933,0.00139310344941972
15,1.4286e-05,0.909453329974293,3.95592157233046,0.233713525139384,0.000607569323443329,0.000202726590992275
15,1.4286e-05,0.783840923465979,4.15741406056211,0.194542448466292,0.000615778697931566,4.13182119436421e-05
15,4.2857e-05,1.72396817772532,4.28050874049505,0.0141873557757641,0.00011708691283812,0.000169473495911003
15,4.2857e-05,1.74011559729142,4.34448803875825,-0.031269405958158,0.000103378707692098,8.64623205673912e-05
