t,epo_level,EpoRJAK2_Obs,STAT5_Obs,CISHnRNA2_Obs
16,2.5e-09,2.25155372310041,0.581266671153539,0.0500185977405596
16,2.5e-09,2.80138932563327,3.43289523288982,0.0562496911532575
16,2.5e-09,2.3609172418652,1.64905523872628,0.0493448976419106
16,2.5e-08,3.37863884328101,9.93466949176166,0.028502567498496
16,2.5e-08,3.53812921054698,10.9495498637782,0.0259088904391531
16,2.5e-08,3.82722640163874,8.87129610912606,0.0285772751688911
16,1.25e-07,1.71208554870397,0.590858875320736,0.0523810426577572
16,1.25e-07,1.40523750930334,0.496140644647599,0.0529897880262272
16,1.25e-07,1.45469843483495,-0.0440692206277453,0.0541813612115842
16,2.5e-07,4.19443777393164,3.34644931479134,0.0397428273777797
16,2.5e-07,2.97608453397688,5.82556440632506,0.0378884341678782
16,2.5e-07,3.1684694103969,5.55301998617019,0.0344502570728051
16,1.25e-06,4.2094614962326,29.7331017169057,0.00793116813373537
16,1.25e-06,4.24778846310866,29.9428998055868,0.006902647218743
16,1.25e-06,4.18767906085283,29.9519895164853,0.00298688274526925
16,2.5e-06,4.94898341795348,41.5510724952222,-0.00374677475453834
16,2.5e-06,4.33201035658767,40.1955011880197,-0.000645023248123361
16,2.5e-06,4.50183595061851,39.3716608515814,0.00103066139398809
