parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
init_STAT	init_STAT	log10	1e-05	1000	1	0	parameterScaleUniform	
offset1_Compound_1_Obs	offset1_Compound_1_Obs	log10	1e-05	0.1	0.001	1	parameterScaleUniform	
offset1_Compound_3_Obs	offset1_Compound_3_Obs	log10	1e-05	0.1	0.001	1	parameterScaleUniform	
p1	p1	log10	1e-05	1000	5.90201080171844	1	parameterScaleUniform	
p2	p2	log10	1e-05	1000	933.254300796991	1	parameterScaleUniform	
p3	p3	log10	1e-05	1000	0.130918192299941	1	parameterScaleUniform	
p4	p4	log10	1e-05	1000	0.698232404077171	1	parameterScaleUniform	
scale1_Compound_1_Obs	scale1_Compound_1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_Compound_3_Obs	scale1_Compound_3_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_Compound_5_Obs	scale1_Compound_5_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
sd1_Compound_1_Obs	sd1_Compound_1_Obs	log10	0.0001	10	0.0473914503623697	1	parameterScaleUniform	
sd1_Compound_2_Obs	sd1_Compound_2_Obs	log10	0.0001	10	0.0486295219186784	1	parameterScaleUniform	
sd1_Compound_3_Obs	sd1_Compound_3_Obs	log10	0.0001	10	0.0469353434317195	1	parameterScaleUniform	
sd1_Compound_4_Obs	sd1_Compound_4_Obs	log10	0.0001	10	0.0457088189614875	1	parameterScaleUniform	
sd1_Compound_5_Obs	sd1_Compound_5_Obs	log10	0.0001	10	0.0471954357244604	1	parameterScaleUniform	
sp1	sp1	log10	1e-05	1000	0.00537031796370253	1	parameterScaleUniform	
sp2	sp2	log10	1e-05	1000	0.579428696426881	1	parameterScaleUniform	
sp3	sp3	log10	1e-05	1000	1.55238700995808	1	parameterScaleUniform	
sp4	sp4	log10	1e-05	1000	0.322849412171264	1	parameterScaleUniform	
sp5	sp5	log10	1e-05	1000	7.58577575029184e-05	1	parameterScaleUniform	
