parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
ERK_total	ERK_total	log10	1e-05	1000	1	0	parameterScaleUniform	
K_1	K_1	log10	1e-05	1000	1.02329299228075e-05	1	parameterScaleUniform	
K_2	K_2	log10	1e-05	1000	2.44906324184475	1	parameterScaleUniform	
K_3	K_3	log10	1e-05	1000	0.651628394060843	1	parameterScaleUniform	
MEK_total	MEK_total	log10	1e-05	1000	1	0	parameterScaleUniform	
RAF_total	RAF_total	log10	1e-05	1000	1	0	parameterScaleUniform	
k10	k10	log10	1e-05	100000	0.0331131121482591	1	parameterScaleUniform	
k11	k11	log10	1e-05	100000	186.208713666287	1	parameterScaleUniform	
k2	k2	log10	1e-05	100000	0.36897759857015	1	parameterScaleUniform	
k3	k3	log10	1e-05	100000	301.995172040202	1	parameterScaleUniform	
k4	k4	log10	1e-05	100000	3.96278034255439	1	parameterScaleUniform	
k5	k5	log10	1e-05	100000	407.380277804113	1	parameterScaleUniform	
k6	k6	log10	1e-05	100000	6.87068440014232	1	parameterScaleUniform	
sd1_ERK_Obs	sd1_ERK_Obs	log10	0.001	100	0.332330346217533	1	parameterScaleUniform	
sd1_RAF_Obs	sd1_RAF_Obs	log10	0.001	100	0.33937511961273	1	parameterScaleUniform	
sd1_pMEK_Obs	sd1_pMEK_Obs	log10	1e-06	0.1	0.00048551203524228	1	parameterScaleUniform	
sd1_pRAF_Obs	sd1_pRAF_Obs	log10	1e-08	0.001	6.5087861084041e-06	1	parameterScaleUniform	
sd2_ERK_Obs	sd2_ERK_Obs	log10	0.001	100	0.315812997698779	1	parameterScaleUniform	
sd2_RAF_Obs	sd2_RAF_Obs	log10	0.001	100	0.329442784491051	1	parameterScaleUniform	
sd2_pMEK_Obs	sd2_pMEK_Obs	log10	1e-06	0.1	0.000269587654355744	1	parameterScaleUniform	
sd2_pRAF_Obs	sd2_pRAF_Obs	log10	1e-08	0.001	9.70286524792922e-06	1	parameterScaleUniform	
sd3_ERK_Obs	sd3_ERK_Obs	log10	0.001	100	0.329040987587762	1	parameterScaleUniform	
sd3_RAF_Obs	sd3_RAF_Obs	log10	0.001	100	0.363797742686469	1	parameterScaleUniform	
sd3_pMEK_Obs	sd3_pMEK_Obs	log10	1e-05	1	0.00223872113856834	1	parameterScaleUniform	
sd3_pRAF_Obs	sd3_pRAF_Obs	log10	1e-07	0.01	2.83661241931251e-05	1	parameterScaleUniform	
tau1	tau1	log10	1e-08	100000000	0.233883723865935	1	parameterScaleUniform	
tau2	tau2	log10	1e-08	100000000	0.0218776162394955	1	parameterScaleUniform	
