t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,295.022509365256,206.01988714365,0.134666701432715,3.41869502403414
40,61.0969631250172,NaN,NaN,NaN
50,NaN,-3.05399717626901,NaN,NaN
65,NaN,NaN,NaN,8.89171384524271
80,10.2457311420188,NaN,NaN,NaN
85,NaN,NaN,4.49946898847607,NaN
100,NaN,-2.23232423504498,NaN,NaN
150,152.799908573858,75.1087741508535,5.42865153435383,11.7009783969989
200,NaN,78.3250639211654,NaN,14.2135588476898
250,138.952442949601,122.908407720756,5.72245493532577,13.4134983267014
300,149.320530230401,NaN,NaN,NaN
350,192.74835939581,289.826084144877,NaN,17.4107256336847
400,NaN,157.397448488769,5.18977233796972,20.8893507775383
450,179.276705326471,NaN,NaN,NaN
500,NaN,173.124172973543,4.65248397404246,16.7529699870455
550,263.645802548453,NaN,NaN,NaN
600,NaN,310.084040426914,NaN,7.54077806841756
650,176.198777656374,NaN,NaN,NaN
700,NaN,164.575728242878,0.784887441692219,NaN
750,146.976613317599,NaN,NaN,8.07855300972693
800,NaN,223.266708425985,NaN,NaN
850,NaN,NaN,NaN,4.30000278145421
900,NaN,NaN,3.27372086117905,NaN
950,NaN,171.864396392035,NaN,NaN
1000,NaN,234.83793437816,0.790979853942093,9.33517087314365
1500,NaN,NaN,-0.716396977300529,-2.421687027385
