t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,12.5342800723158,16.407792327104,0.727613755530221,1.92547542285797
35,NaN,4.01371710794049,NaN,NaN
50,10.9668345885126,NaN,NaN,NaN
65,NaN,NaN,NaN,5.47781709894423
70,NaN,-2.44951530616176,2.52565136991429,NaN
95,10.7265603577954,NaN,NaN,NaN
100,NaN,2.15331356778424,NaN,NaN
150,9.24453720597983,8.29095033650649,2.92544571714193,11.4944263827934
200,1.59938255263909,1.75611886939477,2.17058653734715,10.5926902167812
250,10.0932049852173,10.305753374874,NaN,NaN
300,NaN,8.03591728047907,2.4543864123738,7.37398052929619
350,16.9985304014943,7.77505331245124,NaN,13.5168236155161
400,20.8277586648856,13.0740103430028,2.95975565059399,NaN
450,NaN,NaN,3.17071241965778,9.78198620748648
500,17.4961351874279,13.9449245894772,NaN,NaN
550,NaN,NaN,NaN,7.24915474604133
600,7.97150030306204,16.4599536654243,1.52709491782761,NaN
700,15.9804271070082,16.0758326615798,1.91503644517191,6.35235104555405
850,8.03478023714165,NaN,1.27134952589767,9.71843010035448
1000,15.2355322905407,NaN,1.86626461782863,2.48902433821966
1500,NaN,NaN,0.365161044906679,5.25341377941651
