t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,19.4269879713064,16.907152926374,1.11711415548169,4.48141356671324
45,NaN,NaN,2.72892652307573,NaN
55,-3.49954127652312,NaN,NaN,NaN
60,NaN,3.41223071352933,NaN,NaN
65,NaN,NaN,NaN,8.04161001748175
95,NaN,NaN,1.66505059096247,NaN
100,-1.63227154922865,10.6780533742145,NaN,NaN
150,NaN,NaN,4.20466891110916,14.1310091133477
200,4.48522940092122,6.8974887653344,1.56678789520706,7.79208239916828
250,14.4671891150704,12.1067064504541,3.24171109092707,NaN
300,16.8597230206815,13.5079815028614,NaN,8.7381761635734
350,NaN,NaN,2.07551077467358,7.13106198243874
400,12.8842817318204,18.3058662416913,3.07270272864295,NaN
450,NaN,NaN,NaN,8.73085065068132
500,12.464730568221,18.3089186389314,0.645834779144845,NaN
550,NaN,NaN,NaN,2.1387284326446
600,18.6187466491289,14.3888687919349,NaN,NaN
650,NaN,NaN,1.12466087229704,NaN
700,23.2468495765809,16.8271825988198,NaN,3.11325682281418
750,NaN,NaN,0.500912612525954,NaN
800,NaN,NaN,NaN,5.16702059906397
850,11.9369709815847,15.5753884409155,NaN,NaN
1000,12.8636094469583,17.9957031064149,NaN,3.22192146080256
1500,NaN,NaN,NaN,1.72158440485093
