t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,20.3738693717768,-0.0672133235941225,0.975403845458928,1.26114686365727
10,NaN,0.069230906801486,1.44187782625602,2.11385978425202
15,6.90244010979241,NaN,NaN,NaN
20,NaN,NaN,0.810996290955474,NaN
25,14.8820775882137,-0.300979917881886,NaN,2.02948417592335
30,NaN,NaN,1.56298076107423,NaN
35,NaN,0.454848853499534,NaN,1.83045594489727
40,22.1044547136688,NaN,NaN,NaN
45,NaN,NaN,1.00376921095175,NaN
50,NaN,0.153658791227479,NaN,1.70967222458394
55,17.110823847471,NaN,NaN,NaN
60,NaN,NaN,0.384891525139011,NaN
65,NaN,-0.0287532724827566,NaN,2.1102213607186
75,13.0750565448353,NaN,1.0306965861539,NaN
85,NaN,-0.439163799386889,NaN,1.50687608735205
95,10.9845785760618,NaN,NaN,NaN
