t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,14.2024602923437,20.7158667987395,0.795607081824497,3.41838618850405
60,8.56409129352686,NaN,NaN,NaN
65,NaN,NaN,NaN,9.74954562958757
70,NaN,6.02946006077364,1.85396543375976,NaN
100,5.56233720816529,NaN,NaN,NaN
150,NaN,8.48176534056283,2.04568971744951,9.89634012665635
200,11.3143584445217,3.23847624398805,3.06078514853973,10.513877424431
250,14.174088937228,NaN,NaN,10.8087767308063
300,18.6512584647168,10.3609387712675,2.72358904027536,NaN
350,NaN,NaN,NaN,10.7134540863103
400,19.087080440549,15.4819849287483,3.01309461253703,9.59931408557927
450,NaN,11.4756668811857,NaN,NaN
500,9.33769694064759,NaN,1.2722328451349,9.77504812209978
600,12.1735190111913,15.3295070298672,2.62144942674747,7.6745274407461
700,19.8809059814179,16.0084688395974,1.78971736351317,NaN
750,NaN,NaN,NaN,2.61999945630652
850,17.5390712664786,15.2510981857102,0.0070643912749333,NaN
900,NaN,NaN,NaN,3.11480391676947
1000,15.9185513323125,10.4634269059873,1.80047314450401,-1.72218536968339
1500,NaN,15.0176646003897,1.24044403076257,-1.38792207965503
