t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,67.4505879056418,-0.116709858139976,0.755333861205051,2.35376204345156
9.5,214.398240049325,NaN,NaN,NaN
10,NaN,-0.227611807982864,1.197509097661,1.78853532939201
20,183.298722583813,NaN,0.751264638939754,1.66148526045841
25,NaN,0.100344046512107,NaN,NaN
30,184.171926441502,NaN,NaN,NaN
35,NaN,0.163020922222139,0.853274218175897,2.5704984365602
40,176.399927279071,NaN,NaN,NaN
45,NaN,NaN,1.10816906379751,NaN
50,NaN,-0.366101389688086,NaN,0.400233162177246
55,239.827585563475,NaN,NaN,NaN
65,NaN,0.704250174133929,1.30244952792755,2.50587719357077
70,178.117369601549,NaN,NaN,NaN
80,NaN,NaN,1.19944415509629,NaN
85,NaN,-0.00503894712910411,NaN,1.60655293487704
