t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,100.192467884259,923.025294326272,637.609448955502,878.905428115598,0.0905875533220553
4,99.260716711026,NaN,NaN,NaN,NaN
8,82.5264681795425,NaN,NaN,NaN,45.783315394792
9,NaN,811.8192920943,771.350885886715,684.448460541689,NaN
10,92.2397058487547,NaN,NaN,NaN,NaN
15,113.453623292057,NaN,NaN,NaN,95.1298169947524
20,103.069120448117,781.490685497751,738.5510477043,795.570651006288,NaN
25,95.6151736561385,NaN,NaN,NaN,73.1554631285988
30,NaN,665.336326212369,647.030439476149,483.589523308452,NaN
35,89.5628196283857,NaN,507.867302955856,NaN,72.5139304545426
40,82.6524342065964,966.408244123743,NaN,1022.72248158418,NaN
45,NaN,NaN,NaN,NaN,128.62320285457
50,101.671231423325,677.179582458761,760.727381949539,672.97195958308,NaN
55,NaN,NaN,NaN,NaN,102.239890516237
60,94.6659952956219,818.70280013065,943.948490349873,NaN,NaN
65,NaN,NaN,NaN,986.793654887168,116.474779231624
70,66.7632947677902,NaN,NaN,NaN,NaN
75,NaN,865.119394394666,720.698276921979,NaN,NaN
80,94.983256527664,NaN,NaN,1208.89966838592,76.0802830268625
90,NaN,1033.25617025993,947.437711678436,NaN,NaN
95,NaN,NaN,NaN,699.001657255432,NaN
100,NaN,626.958038037183,885.49682360754,874.512711720676,127.984976839588
150,NaN,858.412322158351,785.252359690657,1278.55390374233,122.948702215125
200,NaN,793.236054736912,583.811664513177,724.080335576861,NaN
