t,Compound_1_Obs,Compound_2_Obs,Compound_5_Obs
0,2.68277188914225,2.45810208502503,-0.0874377473788332
6,NaN,3.05876659392846,NaN
8,NaN,NaN,1.32297602415319
15,NaN,6.11783614178031,1.93212621183189
20,20.7928127778409,19.3014390248243,NaN
25,NaN,24.5858505577455,1.06261793128071
35,NaN,18.3481808172316,0.518491320839005
40,15.9446977330932,NaN,NaN
45,NaN,12.6969607930367,NaN
50,NaN,NaN,0.623282665035238
55,NaN,9.01212637956925,NaN
60,NaN,NaN,0.672803590791184
65,6.29501632129074,5.56514825600312,NaN
75,NaN,NaN,0.8177686248696
80,NaN,4.86142261666964,NaN
90,4.57174635472938,NaN,NaN
95,NaN,3.73821655218371,0.850537065823077
100,5.08216703442228,3.53551640817765,0.830951231117544
150,3.11976601952654,NaN,NaN
200,3.75480476740497,NaN,NaN
250,3.32742032651071,NaN,NaN
300,4.04491855836877,NaN,NaN
350,3.19830226616275,NaN,NaN
400,2.82022278843902,NaN,NaN
