t,Compound_2_Obs,Compound_5_Obs
0,-0.01831546019755,-2.31552564484168
15,NaN,14.3558694694896
20,0.102423816331654,NaN
30,NaN,17.257079636296
40,0.0864583634219977,16.1935335403019
60,NaN,15.1075556030404
65,0.0778994374259906,NaN
75,NaN,11.09801671344
85,0.060086900058689,NaN
95,NaN,10.0257458029194
100,0.0704105307209462,14.3529485056233
150,0.0695836130565208,10.2833898908738
200,0.0841981040485031,11.2274700942678
250,0.0674578093901697,11.6392281693044
300,0.0527418604282982,NaN
400,0.0639522986897021,NaN
