t,Compound_1_Obs,Compound_2_Obs,Compound_5_Obs
0,278.669552923705,236.715983618811,0.0145998545945304
9.5,NaN,264.979600449365,NaN
10,263.700716740118,NaN,NaN
15,NaN,NaN,0.0758698372055796
20,261.583422884072,237.712692336772,NaN
30,223.888739279731,292.794607518111,0.131440660503896
40,NaN,235.823858947781,NaN
45,239.52646685772,NaN,NaN
50,NaN,NaN,0.162433535629288
55,252.322946595323,221.872979498617,NaN
65,NaN,NaN,0.17786343349792
70,203.470240190415,199.773385767283,NaN
85,257.318300869992,236.660573216525,0.175153137665866
100,194.605596185918,260.136056933183,0.160584217609349
150,279.900269193596,197.923541887287,0.132805412088414
200,NaN,NaN,0.108441451927822
250,NaN,NaN,0.142804048194709
300,NaN,NaN,0.126317220722172
