t,Compound_1_Obs,Compound_2_Obs,Compound_5_Obs
0,16.0091044873414,8.59309361227809,0.224645537282176
8.5,NaN,NaN,1.2962456444945
10,15.7984905499929,8.69354440527395,NaN
15,NaN,NaN,6.16584895816659
20,NaN,9.84912924239471,NaN
25,29.6081570610336,NaN,10.8324772397018
35,23.7234760304125,11.4809839440395,12.1398649784867
45,NaN,13.6576763002942,11.9360953880756
50,21.7458753319409,NaN,NaN
60,NaN,17.4575675444557,11.7895863613012
65,34.5066052891777,NaN,NaN
70,NaN,NaN,11.0133430343778
75,NaN,18.284961815015,NaN
80,33.360609632398,NaN,NaN
90,NaN,NaN,7.13709658742093
95,NaN,25.8657055384925,NaN
100,32.4174872417223,21.6345855001929,7.24621703776157
150,29.5222709600551,20.0257722561141,2.2734309347774
200,23.7849654347033,17.1593486767287,3.86222718765016
250,20.3262846598717,NaN,NaN
300,23.0168149829844,NaN,NaN
