t,epo_level,Compound_2_Obs
15,0,2.19212545144543
15,0,2.26014487801279
15,4.2857e-08,1.81887429696092
15,4.2857e-08,2.6312840820126
15,1.4286e-07,1.78900167741824
15,1.4286e-07,1.89226315772852
15,4.2857e-07,2.10009903974179
15,4.2857e-07,2.21296169409245
15,1.4286e-06,2.33349486225958
15,1.4286e-06,2.44324336032388
15,4.2857e-06,2.4174075154456
15,4.2857e-06,2.70070814096038
15,1.4286e-05,5.24648657120666
15,1.4286e-05,5.31109619534988
15,4.2857e-05,6.64123726320391
15,4.2857e-05,7.37595742334401
