t,Compound_1_Obs,Compound_2_Obs,Compound_5_Obs,Compound_6_Obs
0,12.287124526549,6.71735961284067,-0.194603255761351,0.102189332261134
15,NaN,NaN,5.69925756475734,NaN
20,NaN,6.83884454408504,NaN,NaN
25,25.4598991846624,NaN,NaN,0.137797391058466
35,NaN,NaN,12.2628625948698,NaN
40,NaN,9.03275499546401,NaN,NaN
50,26.1855885651485,NaN,NaN,NaN
55,NaN,NaN,11.5823648448087,0.288967029166922
60,NaN,15.1101733315518,NaN,NaN
75,36.3747795229779,NaN,8.25380228191122,NaN
80,NaN,NaN,NaN,0.332312196245983
85,NaN,23.2770178338568,NaN,NaN
100,33.1582850539331,25.3174867494314,6.56878816409901,0.350893290685237
150,31.1884999999826,23.7650550452065,2.67150534486198,0.257128094418803
200,21.3445267354637,16.0340669878949,3.14709097184913,0.205002919824938
250,20.5787876681737,11.9605406417735,4.61304876921495,0.182974010203403
300,22.7559781787836,NaN,NaN,0.192512086490941
400,22.2886550335693,NaN,NaN,NaN
450,24.9480830288249,NaN,NaN,NaN
